geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
NPHP4	BS_V96WVE3Z	2.8440804264203442e-5	0.04524643334515493	3.76	0.87	3383	2094.45	1145.56	38.58	TRUE	103	2	103
TCEAL7	BS_5AF6ZNJF	1.8502190158681157e-5	0.045250985229752454	-5.3	-4.84	3	12.56	472.69	4.83	TRUE	70	7	67
MDK	BS_WBVSK3MP	2.3475162249590426e-5	0.04525529276422543	-5.62	-3.37	38	363.54	3814.41	6.97	TRUE	85	1	85
SERBP1	BS_PJPGVD62	1.215227697924546e-5	0.04525688776256097	3.94	0.55	12705	15550.06	10575.58	112.24	TRUE	44	3	44
B9D1	BS_GAGRGSSX	3.45354642720155e-5	0.04527255318782423	3.58	0.99	581	784.84	394.18	29.97	TRUE	132	2	125
RAB18	BS_M86ECPHK	2.4866190583904953e-5	0.04527374812459668	3.88	0.55	9370	3756.26	2568.16	107.69	TRUE	94	2	90
TPH1	BS_VVTHDRBD	1.7136585780114888e-5	0.04529104190791492	2.97	2.74	2129	382.38	57.26	2.24	TRUE	63	1	62
UGGT2	BS_XM1AHBDJ	2.3219341876691472e-5	0.04529500603571054	3.96	0.88	365	1668.01	902.34	44.69	TRUE	90	5	84
TMSB4X	BS_K25F4J3V	3.510790875252773e-5	0.04529819967916392	-4.77	-1.61	4339	9935.17	30319.81	20.14	TRUE	131	2	126
RNF157	BS_K25F4J3V	3.509096814593438e-5	0.04529819967916392	-5.08	-2.58	80	481.08	2901.77	9.87	TRUE	131	3	126
FERMT1	BS_K25F4J3V	3.5049165576962076e-5	0.04529819967916392	2.75	2.55	517	1416.52	237.77	2.57	TRUE	131	1	126
KTN1	BS_P4D8Y3S8	1.2716788075742164e-5	0.04530011495249613	4.04	0.74	40994	11456.21	6849.89	59.3	TRUE	51	3	46
NDUFAB1	BS_EXYHZ6D4	3.0143295323479056e-5	0.04531520326892413	4.75	0.61	222	1801.14	1177.35	166.43	TRUE	109	1	109
ATP8A1	BS_MVW01FPB	2.37919874279246e-5	0.04533274029925571	-5.38	-3.18	136	230.57	2099.19	7.35	TRUE	87	1	86
MAPKAP1	BS_MKM0EEN1	3.016272218418592e-5	0.04534440817609707	3.87	0.66	13300	5720.74	3598.24	68.89	TRUE	115	2	109
HIST1H3G	BS_JR5ATB7G	1.8819620111033077e-5	0.04535045427913741	-5.33	-4.87	75	12.95	383.43	4.16	TRUE	70	4	68
MRAS	BS_FEYMKEK8	6.088855283255515e-6	0.045351606226124885	-5.51	-1.81	125	1129.25	3965.34	21.17	TRUE	22	3	22
NUDCD2	BS_51RA1PGE	2.602060948485855e-5	0.045359610138275205	3.85	0.57	1410	1309.98	880.25	106.74	TRUE	100	4	94
ATP8B4	BS_VAAHBH60	8.30579558243985e-6	0.0453669607218201	3.66	1.36	253	850.61	329.36	17.21	TRUE	30	4	30
SPAAR	BS_67PX06P3	1.993574632560952e-5	0.04537114132822278	-5.48	-3.04	9	5.82	52.6	9.83	TRUE	79	1	72
NVL	BS_CZ3ER8DY	2.769314132304975e-6	0.045378686804770384	-5.05	-0.76	418	490.55	831.72	113.32	TRUE	11	3	10
HRC	BS_NFRXNAFE	2.215561833787036e-6	0.04538095072855777	3.42	2.18	873	216.01	47.19	5.32	TRUE	8	3	8
C5orf30	BS_0VRSD9V3	2.5203393347849395e-5	0.04538343115469069	-5.3	-2.59	29	87.98	544.72	10.88	TRUE	92	4	91
CBLB	BS_N0877CX1	4.1015075285738695e-5	0.04541104537045235	3.56	1.15	9726	3259.9	1468.47	19.43	TRUE	153	3	148
SAP18	BS_1N9XZXGE	2.5773238011581254e-5	0.045411488529596186	3.9	0.62	10733	5933.61	3857.7	81.08	TRUE	97	3	93
MAD2L2	BS_SKGJ5SY9	4.4368387856435445e-5	0.045439481591376285	3.66	0.83	6915	2218.02	1248	40.7	TRUE	161	2	159.5
PYM1	BS_SKGJ5SY9	4.435384217001253e-5	0.045439481591376285	-4.33	-0.7	342	373.67	608.46	102	TRUE	161	1	159.5
CD55	BS_1EN5V3XW	3.3002083642745894e-5	0.04544374363491896	-5.22	-2.72	85	97.43	653.29	9.07	TRUE	120	4	118.5
ZDBF2	BS_1EN5V3XW	3.294129136378428e-5	0.04544374363491896	-5.09	-4.11	127	115.71	2006.97	4.93	TRUE	120	4	118.5
BAX	BS_VNWKNRY4	1.5809274898404808e-5	0.045448211511029235	-4.69	-0.92	1138	736.05	1391.51	59.52	TRUE	59	1	57
PPIA	BS_NB42PWZN	4.718068441661232e-6	0.045477336075229295	-4.9	-0.68	5904	11903.16	19071.21	112.96	TRUE	17	1	16.5
IMPACT	BS_NB42PWZN	4.680244486654428e-6	0.045477336075229295	-5.12	-1.26	277	618.32	1484.69	39.93	TRUE	17	3	16.5
DPP7	BS_DHA5FMVW	4.567702353140542e-5	0.04548413021956164	3.47	1.08	4504	7268.77	3426.19	21.99	TRUE	178	5	165.5
CTSH	BS_DHA5FMVW	4.635500833421695e-5	0.04548413021956164	3.32	1.76	13717	5512.47	1642.05	6.74	TRUE	178	1	165.5
PPP1R11	BS_DHA5FMVW	4.609543772071826e-5	0.04548413021956164	-4.34	-0.62	1043	1376.19	2110.64	114.67	TRUE	178	2	165.5
PDGFD	BS_DHA5FMVW	4.627787157570485e-5	0.04548413021956164	2.86	2.65	4327	2807.04	445.76	2.2	TRUE	178	1	165.5
TBKBP1	BS_N5B2CZMH	1.4744339139633612e-5	0.04551981516350064	3.85	0.96	2237	2641.02	1360.7	33.41	TRUE	56	1	53
PMS1	BS_N5B2CZMH	1.5278597061653504e-5	0.04551981516350064	4.02	0.64	712	1225.89	786.33	94.28	TRUE	56	2	53
PRDM1	BS_N5B2CZMH	1.5062036621268766e-5	0.04551981516350064	3.48	1.74	5309	1962.84	587.3	7.91	TRUE	56	3	53
BIN3	BS_N5B2CZMH	1.4895552661625111e-5	0.04551981516350064	3.87	0.8	3776	1408.5	805.42	49.26	TRUE	56	3	53
ERC2	BS_N5B2CZMH	1.4453769533334465e-5	0.04551981516350064	-5.89	-4.69	14	16.1	440.87	4.65	TRUE	56	1	53
RGS6	BS_JTWNJ8T7	2.1118888504780804e-5	0.04553414298621483	2.75	2.87	6258	2344.08	318.63	1.9	TRUE	79	2	76
ADAM28	BS_5CTVXVRX	2.223084951917366e-6	0.04553504539113556	-5.87	-2.77	63	61.06	420.68	11.57	TRUE	8	5	8
ERCC6	BS_C05FKR8X	1.306434084321144e-5	0.045548003608942976	3.93	0.83	5458	3618.97	2040.07	46.76	TRUE	49	3	47
SMYD2	BS_M4NVX721	8.338987362215503e-7	0.04554825704129044	4.02	1.57	4988	2098.48	705.79	13.45	TRUE	3	2	3
ZNF420	BS_RX1YTZ7F	2.7804810242984654e-5	0.04556167034154002	3.7	0.6	1565	908.81	600.88	94.23	TRUE	102	4	100
HERC1	BS_3AC3SRWH	2.9207206793613412e-5	0.04558064100278354	-4.93	-0.71	365	6130.31	10023.85	104.43	TRUE	109	2	105
NF2	BS_VJAC9H58	5.007107256755805e-6	0.04558207498858545	3.81	1.05	8236	10957.62	5277.86	29.42	TRUE	18	7	18
DAZAP2	BS_N6N147BY	1.6691254945243746e-5	0.04558452588814615	-4.82	-0.66	653	4723.25	7461.35	118.44	TRUE	61	2	60
JMJD8	BS_MMNRZ1EQ	3.1164844103239354e-5	0.045595988764066946	-4.52	-0.85	473	1082.2	1950.29	67.67	TRUE	114	7	112
RAI1	BS_VXHWZJDC	3.619173862949783e-5	0.04561900372119418	-4.65	-1.09	1123	2600.03	5514.16	40.06	TRUE	135	2	129.5
ARL6IP6	BS_VXHWZJDC	3.592448913140382e-5	0.04561900372119418	3.9	0.73	458	1254.74	756.57	66.04	TRUE	135	2	129.5
C7orf49	BS_N5DVEJXT	1.0022374228664572e-5	0.04561921586942897	3.97	0.57	3523	1992.36	1342.64	112.62	TRUE	37	4	36
LAMB2	BS_TNRHHYNC	4.66798025289754e-6	0.04563714595887631	-5.26	-1.54	3700	3630.41	10561.14	26.39	TRUE	17	1	16
CCDC90B	BS_TNRHHYNC	4.73464799608925e-6	0.04563714595887631	-4.98	-0.84	1171	880.23	1572.62	79.61	TRUE	17	3	16
NFATC3	BS_TNRHHYNC	4.442447313398144e-6	0.04563714595887631	4.23	0.63	4919	5163.16	3329.61	95.09	TRUE	17	3	16
CMTR1	BS_GAGRGSSX	3.5114931100944294e-5	0.04566684173931366	3.89	0.53	3498	3738.04	2593.56	116.35	TRUE	132	1	126
CTNNA1	BS_CHDGRYHJ	1.0594749456661252e-5	0.04568638511004275	-4.88	-0.95	1421	7770.53	15024.19	57.72	TRUE	40	2	38
ABCF3	BS_3ZPJAK9A	2.648952525667083e-5	0.045690958798372344	3.99	0.53	1991	3134.12	2164.98	121.28	TRUE	101	3	94.5
LLPH	BS_3ZPJAK9A	2.64644214255313e-5	0.045690958798372344	-4.96	-0.87	188	585.88	1074.97	76	TRUE	101	4	94.5
PIGV	BS_VPNXJE2S	2.7607867901350524e-5	0.045695914751300436	3.77	0.67	632	856.4	537.69	80.15	TRUE	101	3	99
RPL7A	BS_W644VEVE	1.0319837292874883e-5	0.04570364396579575	4.19	0.45	162304	30629.37	22319.06	172.36	TRUE	39	3	37
TACC1	BS_KVNGNETA	1.9013986457273203e-5	0.04570979365038533	3.81	1	8041	17173.45	8544.49	28.87	TRUE	72	4	69.5
TMEM59	BS_KVNGNETA	1.946795473514284e-5	0.04570979365038533	-4.58	-0.68	4487	4008.93	6412.41	98.91	TRUE	72	3	69.5
OBSL1	BS_KVNGNETA	1.975318565066613e-5	0.04570979365038533	-4.95	-1.59	650	2111.64	6381.08	22.03	TRUE	72	2	69.5
UMPS	BS_KVNGNETA	1.9805595618181032e-5	0.04570979365038533	3.92	0.56	2659	1892.07	1279.11	108.12	TRUE	72	1	69.5
FLRT3	BS_JR5ATB7G	1.9254474443673092e-5	0.04572590187885085	-6.34	-5.93	16	10.81	701.88	3.27	TRUE	70	2	69
HNRNPM	BS_MG78HQDM	1.646549189062806e-5	0.04573012617065738	4.15	0.48	2834	9303.26	6685.73	160.89	TRUE	60	2	59
WDR48	BS_G3RJTBZD	2.7351841241246564e-5	0.045734105915024234	3.95	0.55	5805	3857.64	2636.05	107.6	TRUE	104	2	98
C20orf27	BS_WMEHNDSK	1.3679181182605723e-5	0.04574500966996579	3.87	0.9	3792	2351.4	1258.3	38.28	TRUE	52	3	49
NONO	BS_WSQMAA33	3.9123137828328714e-6	0.04575565121568949	4.24	0.54	66673	18876.45	12983.83	131.75	TRUE	15	4	13.5
SSRP1	BS_WSQMAA33	4.188478572206251e-6	0.04575565121568949	-4.85	-0.62	8280	3566.65	5462.58	136.04	TRUE	15	5	13.5
SNX12	BS_WSQMAA33	3.5020879212904514e-6	0.04575565121568949	4.21	0.58	5565	3456.12	2304.65	115.57	TRUE	15	5	13.5
NT5C3B	BS_WSQMAA33	4.14768258210133e-6	0.04575565121568949	4.03	0.8	9255	2915.46	1676.12	56.73	TRUE	15	2	13.5
PUS7L	BS_GR46VD0Q	2.234730604264586e-5	0.04577358117348733	-4.54	-0.9	969	750.52	1400.87	60.02	TRUE	83	2	80
SNRPB	BS_3F5PR9GS	2.737682895442232e-5	0.04577588704086782	-4.46	-0.8	1555	1314.53	2290.31	71.91	TRUE	100	3	98
PHLPP2	BS_N0877CX1	4.1627574920112676e-5	0.0457798688936094	3.71	0.91	2031	3140.83	1668.97	33.59	TRUE	153	4	149
ABCA3	BS_0SPCTBZY	3.3529326499862473e-6	0.045785007084821264	-5.56	-1.81	119	1865.25	6552.63	22.49	TRUE	12	6	11
EDNRB	BS_0SPCTBZY	3.1023987693690444e-6	0.045785007084821264	3.41	2.2	3391	11835.36	2576.47	4.98	TRUE	12	1	11
GK	BS_0SPCTBZY	2.9937687915305065e-6	0.045785007084821264	3.87	1.17	2992	995.64	442.46	24.5	TRUE	12	2	11
PRR5L	BS_FKDQJJB5	1.0340972122655646e-5	0.0457972441562023	3.46	1.88	2237	2233.94	603.56	6.72	TRUE	38	2	37
RASAL3	BS_DBEX7AG2	1.704878644880933e-5	0.04579766518377112	3.41	0.97	522	557.89	284.9	35.04	TRUE	64	3	61
INTS4	BS_HRJ9145M	3.913105573684231e-6	0.045800817659605954	-5.46	-1.09	757	545.26	1162.44	50.23	TRUE	14	5	14
NDUFC2	BS_00FD2KMP	7.827690269854332e-6	0.04580947383026068	-5.22	-1.27	2621	1069.71	2582.46	35.11	TRUE	28	5	28
CAPRIN1	BS_KBT7MQ6H	1.2305165974315275e-5	0.045826269130499066	-4.67	-0.65	5630	8729.16	13713.85	111.48	TRUE	44	3	43
STOML2	BS_KBT7MQ6H	1.2001746474415915e-5	0.045826269130499066	-4.76	-0.65	660	1217.21	1912.42	125.97	TRUE	44	5	43
XAF1	BS_KBT7MQ6H	1.2033563313246267e-5	0.045826269130499066	-5.51	-2.79	92	96.29	667.55	9.69	TRUE	44	2	43
ZNF626	BS_8ZD6J47V	1.1466490752151825e-5	0.045827521547912475	-6.84	-3.43	2	49.17	771.66	13.35	TRUE	42	10	41
HSPA4	BS_51RA1PGE	2.657505056640526e-5	0.045838478746934266	3.95	0.48	9062	8801.75	6300.84	141.25	TRUE	100	2	95
BRD8	BS_4QW2S1Q8	1.9306065867805592e-5	0.04584842220027401	-4.6	-0.64	1657	1680.82	2616.03	114.87	TRUE	71	3	69
BPTF	BS_J9CBGP57	5.59639033489188e-6	0.04585193880351297	4.3	0.5	15995	19099.12	13538.54	154.28	TRUE	21	2	20
SGIP1	BS_QBR4WCQ2	2.12004265018922e-5	0.04585508367614425	3.12	1.9	3291	2157.47	577.56	6.05	TRUE	79	3	75.5
RAB33A	BS_QBR4WCQ2	2.1267741875081825e-5	0.04585508367614425	3.11	1.75	336	516.66	151.47	7.8	TRUE	79	1	75.5
COL27A1	BS_VJ2S5DVS	1.7611090584082845e-5	0.04585534609128297	3.24	2.13	3162	6905.39	1571.46	4.56	TRUE	63	1	62.5
ERAL1	BS_VJ2S5DVS	1.7629939549981646e-5	0.04585534609128297	3.94	0.5	2348	2100.25	1480.66	142.81	TRUE	63	7	62.5
KCNMA1	BS_WJGFDRWK	2.9716363526477988e-5	0.045857439653935475	-5.49	-3.8	129	333.36	4681.55	5.55	TRUE	113	2	106.5
CDK17	BS_WJGFDRWK	2.994428027168674e-5	0.045857439653935475	3.79	0.76	9905	4318.28	2549.19	51.72	TRUE	113	2	106.5
RAP2C	BS_EFE4YEK3	2.604956540275431e-5	0.04589836713402415	3.78	0.65	2548	1651.4	1053.51	77.11	TRUE	98	3	93
CALCB	BS_XG0DBWVT	1.568746008006165e-5	0.04590334231595859	2.97	3.15	419	118.27	12.94	1.47	TRUE	60	1	56
EIF3M	BS_W72364MN	7.285073227700113e-6	0.045913486788495134	4.09	0.63	4823	4569.77	2953.29	91.44	TRUE	27	4	26
ERICH3	BS_N4B1SZZH	3.0271527182503217e-5	0.045929347734999626	2.76	2.69	3170	1837.04	287.24	2.21	TRUE	110	1	108
NUCKS1	BS_M86ECPHK	2.5638215946881434e-5	0.045935852423641566	3.93	0.52	75117	28593.72	19910.6	118.15	TRUE	94	4	92
MAP7D1	BS_M86ECPHK	2.6070840135702407e-5	0.045935852423641566	-4.53	-0.77	6764	4642.35	7885.79	76.62	TRUE	94	1	92
TREX1	BS_M86ECPHK	2.5810800229599922e-5	0.045935852423641566	-4.29	-1.71	103	117.5	385.88	20.46	TRUE	94	3	92
KPNA2	BS_G1Y281HX	7.288874190142397e-6	0.04593744199572816	4.05	0.87	3079	3789.91	2061.42	44.12	TRUE	26	4	26
PPP1R16B	BS_K3ER45RV	1.7943860359203234e-5	0.04594260417510175	3.33	1.88	16990	4490.49	1215.01	6.3	TRUE	68	2	64
ARMC3	BS_15ETQ0E4	1.093587283748676e-5	0.04594820462343517	3.11	2.37	77	358.85	65.08	3.91	TRUE	42	1	39
GATM	BS_FYRDYBMZ	1.9352317034465643e-5	0.045958260373975754	-5.51	-3.25	411	408.29	3900.51	7.2	TRUE	71	1	68
TSEN2	BS_FYRDYBMZ	1.9118389548966447e-5	0.045958260373975754	-4.77	-0.8	267	347.33	603.49	90.32	TRUE	71	3	68
ZDHHC22	BS_FYRDYBMZ	1.927809060206396e-5	0.045958260373975754	-6.19	-4.73	3	22.14	774.37	5	TRUE	71	2	68
SPINT1	BS_BSV07M7Z	1.4027130112697677e-6	0.045970425437006524	3.55	2.21	1294	767.62	165.6	5.31	TRUE	5	1	5
EPHX2	BS_AZN38B7V	1.3187762141653444e-5	0.045978304212266403	-5.11	-2.7	32	72.07	479.45	10.73	TRUE	51	4	47
PLAGL2	BS_GDHH6T5A	1.4033717435502174e-6	0.045992013746901754	4.37	0.82	2581	2928.87	1656.73	60.13	TRUE	5	1	5
FAM208B	BS_6NRTJSYK	1.936661291083287e-5	0.04599221050031923	-4.17	-0.8	1911	2750.82	4774.87	74.68	TRUE	74	2	68
SEMA6C	BS_6NRTJSYK	1.8968809439798627e-5	0.04599221050031923	-5.18	-1.72	108	479.26	1597.36	20.77	TRUE	74	1	68
DZIP1	BS_6NRTJSYK	1.9257521324818078e-5	0.04599221050031923	-5.04	-1.92	73	619.68	2358.39	17.7	TRUE	74	7	68
SLC6A12	BS_67PX06P3	2.0770930278917094e-5	0.04599429115812819	3.17	2.16	2406	802.1	179.54	4.3	TRUE	79	1	73.5
PRR11	BS_67PX06P3	2.064743158909668e-5	0.04599429115812819	-5.66	-1.66	31	147.56	477.25	28.61	TRUE	79	1	73.5
ADCY9	BS_6NRTJSYK	1.9763617391310605e-5	0.04600396762260157	-4.93	-1.5	853	1037.7	2934.06	24.34	TRUE	74	3	70.5
TMEM189	BS_6NRTJSYK	1.993305825298686e-5	0.04600396762260157	4.03	0.81	454	3834	2183.79	54.3	TRUE	74	4	70.5
LHPP	BS_VMQMGSJY	1.4040485276958662e-5	0.046014193661720056	3.71	1.23	1914	2255.05	966.28	18.91	TRUE	50	1	50
RALGAPB	BS_6DCSD5Y6	1.3200531782588758e-5	0.046022824763160386	-4.53	-0.45	2454	3598.23	4902.85	239.38	TRUE	50	3	46.5
SYNJ2BP	BS_6DCSD5Y6	1.308730763405933e-5	0.046022824763160386	3.94	0.62	1356	4491.84	2922.31	95.96	TRUE	50	2	46.5
UBLCP1	BS_X2QTK3QD	2.0503458622787286e-5	0.046023958339619996	-4.31	-0.62	458	500.88	771.42	140.47	TRUE	75	2	73
MTUS1	BS_2Z1MKS84	5.900164351788024e-6	0.046038855251827306	-5.65	-2.88	563	436.33	3213.16	9.59	TRUE	21	4	21
RARS	BS_7G42J2SK	3.6313822525727544e-5	0.046045492864225	-4.28	-0.68	1562	1004.24	1611.65	94.56	TRUE	131	5	129.5
ZMYM6	BS_7G42J2SK	3.653009287518072e-5	0.046045492864225	3.56	0.49	3288	1149.77	819.81	137.13	TRUE	131	2	129.5
ABL1	BS_KSKZ9J7J	1.8266922488632897e-5	0.04605022231811317	3.95	0.74	10155	14713.45	8800.59	57.71	TRUE	65	3	65
TOGARAM2	BS_NKEAAFMW	1.7144728313935003e-5	0.04605539105941189	3.09	2.36	17173	1090.07	212.79	3.45	TRUE	72	1	61
NUP205	BS_51RA1PGE	2.6982377279853612e-5	0.04605626118558052	-4.48	-0.62	2281	2088.95	3210.74	115.09	TRUE	100	4	96
FBXO28	BS_KND4B5CW	1.7427087950879338e-5	0.046058822967646226	3.91	0.63	5345	3298.55	2121	82.13	TRUE	63	7	62
PALMD	BS_QBR4WCQ2	2.164811202537137e-5	0.04606902313165913	3.09	2.06	5948	2842.83	675.06	4.86	TRUE	79	3	77
EOGT	BS_VJVDJABP	1.6394941190372254e-5	0.04607420571259953	3.65	1.23	8573	1364.61	580.18	18.2	TRUE	60	2	58.5
POP7	BS_VJVDJABP	1.6589380438112863e-5	0.04607420571259953	-4.54	-0.66	439	518.89	817.05	129.23	TRUE	60	3	58.5
APBA1	BS_QX12J6W1	4.921129835208231e-5	0.04607936402787316	3.44	1.34	4749	5289	2091.59	13.22	TRUE	178	1	175
RPL24	BS_P4D8Y3S8	1.3222234353374478e-5	0.04609848941278449	-4.53	-0.52	17130	6818.95	9765.84	169.72	TRUE	51	4	47
ESCO1	BS_4B0BAVTX	5.149954939817253e-5	0.046113919946431256	-4.24	-0.75	885	593.56	997.03	78.4	TRUE	189	3	183
TBC1D22A	BS_3W07B2TG	4.776046296515793e-6	0.04611398044061458	4.14	0.58	3164	2093.75	1400.63	116.25	TRUE	17	4	16.5
FZD2	BS_3W07B2TG	4.784117422276916e-6	0.04611398044061458	3.49	1.9	6287	1898.15	509.55	7.07	TRUE	17	2	16.5
ATP8B1	BS_1N9XZXGE	2.645336809751674e-5	0.04611400299619727	-5.41	-3.17	921	24.58	219.69	7.21	TRUE	97	2	94
PPP1R16B	BS_996ZS2A4	3.236950429764996e-5	0.04612303851901011	3.25	1.84	6057	4348.12	1215.01	6.3	TRUE	118	2	115
CRIP1	BS_QXKRN6CR	2.055329686565367e-5	0.04613582986605862	-6.48	-5.67	9	5.74	326.75	3.5	TRUE	74	1	73
RABEP1	BS_M0QYNVK8	2.0237782464549355e-6	0.04614467683202627	-5.11	-0.74	3600	2964.03	4937.1	105.92	TRUE	10	2	8
KDM5A	BS_M0QYNVK8	2.5344540182094555e-6	0.04614467683202627	4.49	0.73	34589	11723.23	7047.66	70.09	TRUE	10	3	8
DERL2	BS_M0QYNVK8	2.4325449414604864e-6	0.04614467683202627	-4.78	-0.66	1302	766.31	1211.46	134.46	TRUE	10	2	8
GPSM3	BS_WJGFDRWK	3.0695602777414927e-5	0.04614550149191077	-4.29	-1.04	999	274.15	562.97	44.46	TRUE	113	2	108.5
SCN2A	BS_WJGFDRWK	3.063989215649679e-5	0.04614550149191077	2.91	2.07	496	3963.33	934.82	4.69	TRUE	113	3	108.5
SYCP2L	BS_15ETQ0E4	1.1264596435866017e-5	0.046146136662711675	3.04	2.24	331	211.66	44.2	4.25	TRUE	42	1	40
AP5Z1	BS_0VRSD9V3	2.591212625903994e-5	0.046152467557323724	-4.44	-0.74	1720	923.76	1550.71	82.57	TRUE	92	3	92
SLC31A2	BS_JSPR854S	9.294920360670515e-6	0.04615422204340695	3.72	1.34	1283	941.44	374.09	16.19	TRUE	35	1	33
TMEM189	BS_KVAJYZ6F	2.816966271881377e-6	0.0461595269023923	4.17	0.84	1621	3906.34	2183.79	54.3	TRUE	12	4	10
ELAC2	BS_TW8DQH8J	1.3727774051017338e-5	0.046161504509457905	4.18	0.69	2117	4231.58	2627.26	72.78	TRUE	49	3	48.5
APEX2	BS_TW8DQH8J	1.3803726098261815e-5	0.046161504509457905	-4.98	-0.81	280	403.89	706.95	90.66	TRUE	49	2	48.5
TOM1L1	BS_5P1TN10Z	2.141631188585323e-5	0.046175413418516685	3.33	1.81	148	1635.13	459.24	7.5	TRUE	82	3	76
C11orf63	BS_CYEY58NY	1.7475915491376943e-5	0.04618787143805411	-5.87	-4.78	10	11.81	354.62	4.51	TRUE	62	1	62
NIPAL3	BS_GG9W3J9Y	4.793151289237056e-6	0.046201057643687225	-5.45	-2.29	282	707	3463.21	14.02	TRUE	17	5	17
EMSY	BS_C05FKR8X	1.3534522221052425e-5	0.04620419349782479	-4.72	-0.69	737	1073.21	1723.87	110.67	TRUE	49	5	48
SLC1A2	BS_5P1TN10Z	2.1713200236395397e-5	0.04620753637917697	-6.11	-5.17	251	275.68	10033.08	3.78	TRUE	82	1	77
SPTBN4	BS_DS438CXE	1.1844803482958553e-5	0.046212373124234325	-5.32	-2.33	48	267.88	1374.14	13.53	TRUE	42	4	42
ACADSB	BS_AVYNZHSB	1.975137519585682e-6	0.046235866466550965	-5.17	-1.09	19641	641.17	1361.34	51.71	TRUE	7	3	7
ADAM22	BS_RWJZFTP9	3.3865159454168163e-6	0.04624359411287461	3.5	1.88	12584	9277.4	2536.24	7.53	TRUE	12	4	12
ULK1	BS_3ZPJAK9A	2.7830947482745605e-5	0.0462447134380251	-5.03	-0.92	195	1792.01	3405.26	65.45	TRUE	101	2	98
PRKRA	BS_3ZPJAK9A	2.7585759600060983e-5	0.0462447134380251	-4.48	-0.71	711	826.54	1350.64	95.49	TRUE	101	4	98
TRIM4	BS_3ZPJAK9A	2.8109247972061614e-5	0.0462447134380251	-4.25	-1.1	379	801.83	1713.45	42.28	TRUE	101	6	98
ZNF471	BS_3ZPJAK9A	2.8073291713192773e-5	0.0462447134380251	-4.56	-1.07	291	460.86	968.3	45.34	TRUE	101	2	98
FAM228B	BS_3ZPJAK9A	2.8221649299656223e-5	0.0462447134380251	3.69	0.87	761	1242.5	676.4	40.8	TRUE	101	2	98
LLGL2	BS_R439VVPK	4.035782007290979e-5	0.04624570070918676	3.25	1.76	2430	813.48	238.73	6.85	TRUE	145	1	143
ZNF74	BS_RX1YTZ7F	2.8526015820271756e-5	0.04628064967514237	-4.48	-0.83	792	609.6	1083.24	68.65	TRUE	102	2	101
ASB1	BS_92MT680S	9.924973972006535e-6	0.046282556860695	4.18	0.78	768	5122.02	2985.26	60.58	TRUE	37	1	36
PRDM1	BS_92MT680S	1.023902903416141e-5	0.046282556860695	3.55	1.77	1050	2016.49	587.3	7.91	TRUE	37	3	36
TENM4	BS_92MT680S	1.045055524802477e-5	0.046282556860695	-5.76	-3.97	57	398.28	6349.65	5.84	TRUE	37	3	36
TREM1	BS_BMMY0H73	3.390539727328734e-5	0.04629853970903673	3.01	2.31	3252	410	81.92	3.41	TRUE	121	1	120
ARHGDIA	BS_S5P8VTN5	1.7518209604940728e-5	0.04629965242491197	4.04	0.45	39016	16821.3	12316.32	169.1	TRUE	62	1	61.5
QRICH2	BS_S5P8VTN5	1.7399419475875565e-5	0.04629965242491197	3.67	1.26	1257	976.23	406.81	17.46	TRUE	62	3	61.5
PIM3	BS_47SJZ3PH	8.476830767953959e-7	0.0463011694278076	4.26	1.26	3234	4578.19	1916.77	23.01	TRUE	3	2	3
RAB8B	BS_996ZS2A4	3.277820593541594e-5	0.046302761389174094	-4.63	-1.19	1910	874.93	1986.35	34.2	TRUE	118	3	116
EID2B	BS_X2QTK3QD	2.091318391470852e-5	0.046309291740915484	-4.95	-1.18	81	130.07	294.93	48.81	TRUE	75	2	74
RPL28	BS_8MA5B8Y9	1.4414120968035632e-5	0.04631244272932157	4.08	0.56	3555	21893.28	14857.27	113.29	TRUE	51	3	50.5
ARHGAP6	BS_8MA5B8Y9	1.4236353335533372e-5	0.04631244272932157	3.29	1.99	1144	2166.14	544.2	5.63	TRUE	51	1	50.5
DSTN	BS_S71RJ8DH	2.5286350838713795e-5	0.04632714776593653	3.77	0.89	15513	10779.34	5808.06	36.42	TRUE	92	2	89.5
LARS	BS_S71RJ8DH	2.5444760667620705e-5	0.04632714776593653	3.92	0.47	7732	7633.98	5503.84	150.28	TRUE	92	3	89.5
PCBP1	BS_KYF0Q0E7	7.916286930300452e-6	0.04632796220400041	-4.9	-0.55	1102	6929.5	10179.93	174.15	TRUE	28	3	26.5
CERS4	BS_KYF0Q0E7	7.74594767415524e-6	0.04632796220400041	-5.09	-2.11	80	414.28	1809.35	16.19	TRUE	28	6	26.5
TMEM150C	BS_KYF0Q0E7	7.076715473022529e-6	0.04632796220400041	3.56	1.76	1136	2393.14	703.05	8.35	TRUE	28	2	26.5
SLC13A4	BS_KYF0Q0E7	7.368122036313142e-6	0.04632796220400041	2.79	3.47	1541	828.89	75.35	1.18	TRUE	28	1	26.5
PTEN	BS_TXZ7KHTQ	1.131411016174407e-5	0.04634897279395325	-4.92	-1.16	1342	3098.94	6934.02	40	TRUE	40	1	40
STMN3	BS_GAGRGSSX	3.593596745732888e-5	0.046366607621674924	-4.73	-1.73	443	1517.89	5045.98	18.12	TRUE	132	3	127
