geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
EIF3H	BS_TZVFR600	2.151184405514521e-89	3.52498556441842e-84	14.79	2.82	125410	34470.28	4870.59	47.2	TRUE	108	4	1
NOL10	BS_JQXHHK0K	1.262804014639854e-83	2.0692628260432346e-78	12.87	3.54	67702	12560.59	1085.11	22.24	TRUE	31	1	1
RBBP5	BS_JRYJGYC4	2.3482727045645285e-78	3.847939471710664e-73	14.71	2.27	11247	6617.72	1369.03	77.69	TRUE	45	1	1
UTP23	BS_TZVFR600	7.993371883085003e-78	6.549071392176501e-73	13.89	2.53	12947	4707.74	811.57	56.83	TRUE	108	2	2
MYNN	BS_SY3J3XR9	9.445881689651335e-76	1.5478262353459813e-70	12.59	3.26	24306	8798.47	915.45	25.96	TRUE	9	1	1
CDCA5	BS_Q79NP5YY	3.154184923477967e-72	5.168527762782261e-67	11.78	3.35	1481	3184.47	310.88	25.3	TRUE	3	1	1
COPB1	BS_TM9MH0RP	5.045133220966212e-69	4.1335419057717e-64	13.72	2.19	40234	16428.81	3599.62	73.1	TRUE	24	1	1.5
PSMA1	BS_TM9MH0RP	4.138066007827866e-69	4.1335419057717e-64	13.76	2.13	20858	7847.51	1788.19	79.3	TRUE	24	1	1.5
NFYC	BS_VVTHDRBD	5.730128695278655e-69	9.389534844775849e-64	13.31	2.44	40689	10089.21	1860.87	54.52	TRUE	63	1	1
INTS4	BS_4KNBXM3C	4.000142003193885e-67	6.554734582835393e-62	12.74	2.5	16913	6563.67	1162.44	50.23	TRUE	29	5	1
OTUD5	BS_8GW1TMV2	4.718026209560757e-67	7.731077930193355e-62	13.53	2.16	12973	14312.58	3200.67	74.86	TRUE	30	3	1
CAP1	BS_VVTHDRBD	6.66025590299613e-66	5.456832490327258e-61	13.38	2.22	95183	34916.26	7475.17	66.05	TRUE	63	1	2
NRAS	BS_JRYJGYC4	7.037666556715063e-66	5.766049845846986e-61	13.36	2.19	11916	11179.26	2448.44	70.97	TRUE	45	1	2
TAF1B	BS_JQXHHK0K	1.4872285347582893e-64	1.2185052807595627e-59	10.85	3.52	35212	5723.39	500.43	17.19	TRUE	31	1	2
KIDINS220	BS_ZQKGJD70	5.432499906811195e-64	8.90183273043656e-59	11.22	3.25	666086	120429.5	12664.47	21.39	TRUE	17	2	1
ABHD13	BS_23QW0BBA	8.970272858976543e-64	1.469891760823906e-58	11.63	2.97	46621	5529.53	705.33	28.5	TRUE	104	1	1
RER1	BS_JRYJGYC4	1.310468723926494e-62	7.157891442842708e-58	13.46	1.77	13835	13559.94	3964.87	115.87	TRUE	45	4	3
CXorf40A	BS_9F09XV62	6.749599556828768e-61	1.1060065767693096e-55	11.21	2.92	4508	4344.18	572.7	29.7	TRUE	2	2	1
RLF	BS_VVTHDRBD	6.811975945466649e-60	3.720759102347037e-55	12.31	2.4	37002	12176.23	2303.33	48.76	TRUE	63	1	3
NDUFS1	BS_JJVH7WR0	1.1705459174073908e-59	1.9180863578095126e-54	12.71	2.04	54182	31304.07	7618.32	74.86	TRUE	41	2	1
CSDE1	BS_JRYJGYC4	7.02044960175852e-59	2.8759718876828275e-54	12.89	1.9	93133	68972.69	18531.41	88.52	TRUE	45	3	4
PIK3CB	BS_SY3J3XR9	2.793307218605686e-58	2.2885921814349883e-53	11.09	3	25624	11402.59	1426.57	25.21	TRUE	9	1	2
ALG8	BS_4KNBXM3C	7.201436912016412e-58	5.900228983822575e-53	11.16	2.69	31136	4164.66	644.73	34.3	TRUE	29	5	2
HDAC6	BS_8GW1TMV2	9.639601481803903e-58	7.897848269771637e-53	12.31	2.23	29556	18222.6	3889.07	57.74	TRUE	30	3	2
NDUFC2	BS_4KNBXM3C	1.770242452660737e-57	9.669214588877072e-53	11.23	2.66	33936	16313.45	2582.46	35.11	TRUE	29	5	3
WDR13	BS_8GW1TMV2	2.0807233861480603e-57	1.1365087810723901e-52	12.21	2.25	24763	16883.96	3545.72	55.9	TRUE	30	2	3
DCAF13	BS_HE57E1RP	8.392941986305503e-58	1.3752888533817728e-52	12.33	2.1	13717	4963.74	1153.45	68.22	TRUE	69	1	1
SLC35A2	BS_8GW1TMV2	3.896199046568052e-57	1.5961027515872451e-52	12.07	2.31	3933	3911.51	786.48	54.39	TRUE	30	3	4
GRIPAP1	BS_8GW1TMV2	5.137992920581541e-57	1.683849216153284e-52	12.28	2.2	10899	11157.22	2424.1	59.68	TRUE	30	1	5
TIMM17B	BS_8GW1TMV2	7.055690311703786e-57	1.92693897929019e-52	12.08	2.26	5733	3834.04	799.83	56.86	TRUE	30	2	6
POLR2K	BS_HE57E1RP	3.6718725200605127e-57	3.0084119228500573e-52	12.21	2.02	7532	3485.62	858.65	76.29	TRUE	69	3	2
SHOC2	BS_XZM79E42	2.3707810198448626e-57	3.88482217048775e-52	12.47	2.04	14133	9048.22	2191.07	72.83	TRUE	11	2	1
TMCO1	BS_3KHXMAJF	2.4316646073804438e-57	3.984587567923121e-52	-21.61	-3.98	43	159.1	2557.38	103.76	TRUE	52	6	1
ODC1	BS_JQXHHK0K	9.099610678544399e-57	4.970284618010199e-52	8.5	4.33	2427303	96192.55	4818.62	7.15	TRUE	31	1	3
ARMC8	BS_GWSJ4Z9H	9.499566625626804e-57	1.556623185707612e-51	12.68	1.91	14997	6748.43	1794.75	85.75	TRUE	31	2	1
DGCR6L	BS_64HCD9K3	3.56830401473296e-56	5.847113854649535e-51	-22.03	-5.08	28	37.62	1315.5	65.31	TRUE	66	3	1
PHF20L1	BS_XG0DBWVT	1.4915768618964553e-55	2.4441358411335147e-50	11.7	2.57	42756	15512.56	2615.99	37.3	TRUE	60	2	1
FASTKD2	BS_JJVH7WR0	8.762699847847753e-55	7.179391592327699e-50	11.79	1.99	9401	3910.69	984.33	75.07	TRUE	41	2	2
PQBP1	BS_8GW1TMV2	6.84315735818973e-54	1.6019102806027708e-49	11.78	2.19	12294	6644.51	1451.56	56.76	TRUE	30	2	7
ZMPSTE24	BS_VVTHDRBD	9.649963730329979e-54	3.953169095984423e-49	11.6	2.33	19406	8961.14	1787.46	47.7	TRUE	63	1	4
RAD21	BS_TZVFR600	8.574654239872802e-54	4.683548953768328e-49	11.79	2.22	79945	39157.43	8379.22	53.05	TRUE	108	4	3
RPL26	BS_H97S5SQN	3.899763287316717e-54	6.3902514620323474e-49	11.82	2.12	183378	55971.86	12833.88	59.7	TRUE	112	3	1
BCAS2	BS_JRYJGYC4	2.688304673230886e-53	8.81024903453679e-49	11.74	1.91	3724	3081.37	815.87	84.06	TRUE	45	2	5
RLIM	BS_QHS3V0GP	6.309420483615127e-54	1.0338777125557348e-48	-18.42	-3.32	990	563.69	5618.84	88.06	TRUE	24	4	1
PSPC1	BS_0VRSD9V3	9.261095497966161e-53	1.5175466992669578e-47	-20.24	-4.1	109	130.91	2270.89	70.25	TRUE	92	2	1
TACC3	BS_30VC3R2Q	1.1818867053249344e-52	1.9366696617773147e-47	10.82	2.93	11282	6666.73	876.06	24.5	TRUE	4	2	1
GNB1	BS_JRYJGYC4	7.412165066535227e-52	2.0242937482598822e-47	12.36	1.64	64353	64810.36	20715.63	110.78	TRUE	45	4	6
KPNA3	BS_YEW22W35	1.4531518859453483e-52	2.381171696733081e-47	-19.54	-3.57	166	182.72	2175.08	84.92	TRUE	81	3	1
IGHMBP2	BS_TRKH2SPE	9.997071909052208e-52	1.638145668754666e-46	11.62	2.04	8868	3983.27	964.58	65.83	TRUE	66	2	1
INO80D	BS_JJVH7WR0	6.514579117954597e-51	3.558318429944046e-46	11.85	1.8	30359	12379.35	3561.67	87.87	TRUE	41	7	3
FAM208B	BS_HZ707C55	2.8819422130877696e-51	4.7224239226449196e-46	-19.48	-3.68	278	371.32	4774.87	74.68	TRUE	82	2	1
NBAS	BS_DY88N5ZT	1.13782933080102e-50	1.8644761256002853e-45	10.09	2.83	285564	35671.83	5006.96	24.94	TRUE	10	8	1
YWHAE	BS_4B0BAVTX	1.255591392761936e-50	2.0574440401055462e-45	-18.15	-2.66	3480	3723.11	23572.39	113.46	TRUE	189	2	1
POLR2B	BS_Z8F3GM85	1.3653362636844526e-50	2.237274781151806e-45	11.86	1.82	35539	13511.01	3839.63	84.66	TRUE	32	4	1
STX8	BS_H97S5SQN	3.981638094741059e-50	3.2622068035454515e-45	10.51	2.19	7900	2955.03	647.23	53.06	TRUE	112	4	2
SRP72	BS_Z8F3GM85	3.9922452799807885e-50	3.270897405511817e-45	11.89	1.83	29294	12283.79	3454.35	82.47	TRUE	32	1	2
PARP1	BS_VVTHDRBD	1.5262102915541256e-49	5.001774122389441e-45	11.03	2.28	148645	41661.19	8540.94	44.66	TRUE	63	2	5
WASHC5	BS_WMEHNDSK	1.093389189686818e-49	8.958276891690612e-45	11.44	2.14	30652	9313.01	2110.79	54.38	TRUE	52	3	1.5
TATDN1	BS_WMEHNDSK	5.992877476849944e-50	8.958276891690612e-45	10.75	2.32	19417	1827.91	367.35	44.55	TRUE	52	1	1.5
ORAOV1	BS_23QW0BBA	1.1375712669991283e-49	9.320266278403979e-45	11.14	2.48	11522	3782.36	677.42	37.21	TRUE	104	2	2
ZMYM2	BS_0VRSD9V3	3.014086007031837e-49	2.469479054763226e-44	-19.87	-4.08	96	286.76	4911.4	66.47	TRUE	92	2	2
MARCH9	BS_H1ZS5FMZ	3.858586931117845e-49	6.322778835871476e-44	9.69	3.17	87580	11613.71	1291.51	17.53	TRUE	49	3	1
FTSJ1	BS_8GW1TMV2	3.603264012513257e-48	7.380500246944014e-44	11.38	2.08	5752	4499.46	1061.63	58.78	TRUE	30	2	8
FMR1	BS_A89VAPVV	7.599254636024146e-49	1.2452332223893138e-43	-18.73	-4.57	114	99.72	2387.94	53.52	TRUE	29	4	1
TSPAN31	BS_H1ZS5FMZ	3.046768102841489e-48	2.4962559121187926e-43	9.89	3	66298	13679.6	1711.89	20.31	TRUE	49	4	2
RBFOX2	BS_70FFPA51	1.5298222699743613e-48	2.506805741042753e-43	-20.94	-6.22	102	83.35	6254.53	33.99	TRUE	58	5	1
TBC1D25	BS_8GW1TMV2	2.1247585037637413e-47	3.86853712073046e-43	11.41	2.02	4498	4300.35	1055.91	62.94	TRUE	30	3	9
BBIP1	BS_XZM79E42	5.1392199823784526e-48	4.210628387742013e-43	10.97	2.17	8736	3073.71	683.32	51.83	TRUE	11	1	2
HUS1	BS_YA0KMBRT	4.9672327645677865e-48	8.139434139315333e-43	10.89	2.15	31859	3989.29	896.63	51.61	TRUE	59	1	1
YKT6	BS_4QW2S1Q8	9.117667347707608e-48	1.4940441972082506e-42	11.48	1.86	62793	14291.73	3928.05	73.92	TRUE	71	2	1
LIG4	BS_23QW0BBA	3.309925261632321e-47	1.8079092826953894e-42	9.78	2.9	54974	5346.22	717.02	21.93	TRUE	104	1	3
CDK4	BS_H1ZS5FMZ	3.7466941338286465e-47	2.0464761493220742e-42	9.98	2.88	154563	24422.49	3310.38	21.99	TRUE	49	5	3
SNRPE	BS_YA0KMBRT	3.236047143171797e-47	2.6513346406324753e-42	10.63	2.4	32935	3682.5	698.85	37.89	TRUE	59	2	2
SLC33A1	BS_GNV89A5P	4.1659658851641733e-47	6.826457819896181e-42	10.92	2.11	15039	8724.32	2020.3	53.78	TRUE	8	1	1
MFSD9	BS_ZXYDSBM9	6.166780964433985e-47	1.0105044375942678e-41	10.13	2.5	18203	2470	436.14	33.73	TRUE	22	2	1
FAAP20	BS_JRYJGYC4	4.464020295685984e-46	1.0449796241965263e-41	10.98	2.02	11948	7541.82	1858.72	59.27	TRUE	45	1	7
SLC25A32	BS_HE57E1RP	2.500711851852943e-46	1.3659100471899203e-41	10.9	2.04	7167	3055.96	739.19	58.47	TRUE	69	1	3
KMT2B	BS_T1YHK6B7	1.3855424633616742e-46	2.2703851746593893e-41	11.63	1.75	30423	14737.67	4397.29	85.61	TRUE	92	4	1
PTPRC	BS_53M8PP88	1.5071379285604607e-46	2.469634601359257e-41	9.16	2.82	13394	8526.71	1205.88	23.86	TRUE	18	1	1
TFE3	BS_8GW1TMV2	1.942677922677039e-45	3.183321530314386e-41	11.07	2.05	7550	16757.37	4047.17	57	TRUE	30	2	10
MEF2A	BS_R7NTZR4C	2.944809142478177e-46	3.4159075343462657e-41	10.31	2.55	74417	23366.33	3979.86	30.66	TRUE	78	2	1.5
LRRC28	BS_R7NTZR4C	4.169235240415866e-46	3.4159075343462657e-41	9.77	2.86	22902	5421.35	747.06	22.56	TRUE	78	1	1.5
CASP9	BS_ERJAJ0KA	6.032222166009141e-46	9.884552901201062e-41	10.25	2.66	14183	4562.2	725.49	27.93	TRUE	38	3	1
ARHGAP11A	BS_9SJWWYQ4	9.66704670531115e-46	1.584066898189981e-40	9.85	3.22	1884	5422.24	584.65	16.76	TRUE	1	2	1
CEP170	BS_VVTHDRBD	1.1656246045167248e-44	3.1833702819088315e-40	10.73	2.09	83158	35375.22	8323.9	50.86	TRUE	63	1	6
SMC3	BS_XZM79E42	7.505610068076814e-45	4.099627949809397e-40	10.95	1.93	9055	11599.25	3049.53	65.47	TRUE	11	1	3
CTTN	BS_TRKH2SPE	7.436956241731518e-45	6.093192970373202e-40	10.98	1.93	41516	24345.62	6381.2	63.34	TRUE	66	3	2
EXO5	BS_VVTHDRBD	4.981501000042767e-44	1.1661163476317424e-39	10.03	2.36	7332	2080.61	405.58	37.56	TRUE	63	1	7
ARID1B	BS_FBJ5Q54N	1.3391874784888721e-44	2.1944267156371932e-39	-17.39	-2.92	1516	1345.53	10197.95	86.93	TRUE	89	2	1
NARS2	BS_4KNBXM3C	5.552889324210616e-44	2.274776474122624e-39	9.71	2.67	10486	3893.59	611.2	26.29	TRUE	29	4	4
CTDSP2	BS_H1ZS5FMZ	8.94113785752686e-44	3.662794063175501e-39	9.97	2.55	237032	61698.84	10513.1	28.46	TRUE	49	4	4
NDUFB9	BS_WMEHNDSK	1.0145724484242463e-43	5.541680861303206e-39	10.31	2.3	140290	13381.62	2722.42	38.21	TRUE	52	2	3
PPP1R15B	BS_YA0KMBRT	1.1234250476693888e-43	6.13624300112555e-39	10.38	2.38	314748	25591.03	4891.48	34.11	TRUE	59	3	3
MLH1	BS_D6J2BGDJ	5.90864812172181e-44	9.68206132440597e-39	-19.71	-3.28	43	121.38	1200.62	118.67	TRUE	29	1	1
ZC3H11A	BS_YA0KMBRT	3.0968063331983932e-43	1.2686264357835164e-38	10.64	2.12	159602	20725.8	4747.37	46.41	TRUE	59	2	4
ELOA	BS_8ZD6J47V	1.3172468242457334e-43	2.158474200695797e-38	-20.46	-3.61	32	261.08	3271.76	103.03	TRUE	42	2	1
SCMH1	BS_VVTHDRBD	1.2903626273877949e-42	2.6430263386224485e-38	10.33	2.19	19699	7563.07	1656.9	43.38	TRUE	63	1	8
PPT1	BS_VVTHDRBD	1.5361576026764858e-42	2.796874420655141e-38	10.29	2.15	70347	25553.82	5772.77	44.75	TRUE	63	1	9
EPM2AIP1	BS_D6J2BGDJ	7.55418416901969e-43	6.189239304285395e-38	-17.76	-3.45	139	280.45	3073.41	72.72	TRUE	29	2	2
DSTYK	BS_JRYJGYC4	3.125474381584245e-42	6.401852421857427e-38	9.99	2.25	16684	13649.64	2872	40.19	TRUE	45	3	8
THUMPD3	BS_FYRDYBMZ	3.938191902729672e-43	6.453221570147674e-38	-18.23	-3.9	85	107.89	1626.4	62.8	TRUE	71	4	1
NUP107	BS_Q9V7A95C	4.20693359545178e-43	6.893588553551973e-38	9.73	2.25	37584	5022.89	1050.99	40.18	TRUE	28	5	1
COX6C	BS_HE57E1RP	2.138809577083874e-42	8.761769638313826e-38	10.16	2.2	19185	9215.04	2008.81	42.8	TRUE	69	2	4
NSMCE2	BS_WMEHNDSK	3.3633883867074795e-42	1.3778334716777487e-37	10.15	2.26	11044	1860.04	387.6	39.88	TRUE	52	2	4
PEX10	BS_JRYJGYC4	9.209019503522352e-42	1.6766815490702145e-37	10.48	1.91	7296	6407.15	1694.23	61.73	TRUE	45	1	9
PEX1	BS_V3Z3DB4N	2.0655546578208004e-42	3.3846704785841305e-37	10.31	2.37	21188	5953.15	1149.12	34.71	TRUE	17	2	1
FADD	BS_TRKH2SPE	6.237459045204253e-42	3.4069530931631518e-37	10.13	2.05	8160	3556.32	857.15	51.78	TRUE	66	2	3
TOMM22	BS_4KNBXM3C	1.149960851030261e-41	3.768710287353028e-37	11.34	1.4	2378	4247.69	1605.02	147.57	TRUE	29	1	5
PHF8	BS_S6Q7NKA3	2.7958223361038588e-42	4.581305698470564e-37	10.58	1.88	37047	8714.45	2361.34	63.08	TRUE	40	3	1
CTPS1	BS_VVTHDRBD	2.805322065453232e-41	4.596872196970916e-37	9.88	2.34	17844	4562.55	897.62	34.86	TRUE	63	2	10
WDR45	BS_8GW1TMV2	4.373078229354098e-41	6.514397620817419e-37	10.02	2.15	10096	7521.35	1695.99	44.48	TRUE	30	5	11
ATAD1	BS_49CJNZ06	1.6593973037365798e-41	2.719130692055776e-36	-16.41	-3.93	197	127.52	1960.58	54.48	TRUE	27	5	1
CEP70	BS_SY3J3XR9	5.509423139048928e-41	3.009293699420631e-36	9.07	2.75	8084	5543.08	823.65	22.41	TRUE	9	3	3
NANOS3	BS_YEQVW4ND	2.152922661419414e-41	3.5278339148231117e-36	7.17	3.85	7012	922.64	63.95	8.01	TRUE	14	2	1
RLIM	BS_W36RZSFA	2.5010210642709776e-41	4.098236824914581e-36	-15.31	-2.76	1327	830.74	5618.84	88.06	TRUE	88	4	1
SUV39H1	BS_8GW1TMV2	3.103972742250917e-40	4.238540669632395e-36	9.89	2.29	2555	2285.5	465.07	38.28	TRUE	30	2	12
CCT2	BS_MG78HQDM	2.7932712564477773e-41	4.577125434361957e-36	9.1	2.62	75853	25055.31	4062.65	25	TRUE	60	5	1
FBXL14	BS_W644VEVE	3.011028179407478e-41	4.933947475288534e-36	8.95	3	123885	8189.34	1024.89	16.87	TRUE	39	4	1
CSNK1E	BS_4KNBXM3C	2.4986750929265437e-40	6.823987760850339e-36	10.57	1.82	17566	27697.36	7823.92	65.82	TRUE	29	2	6
SIKE1	BS_JRYJGYC4	5.542892840389772e-40	9.082725403459269e-36	10.58	1.68	4647	5697.97	1778.11	84.25	TRUE	45	4	10
MDM4	BS_YA0KMBRT	2.967400288332145e-40	9.724915403261335e-36	9.88	2.31	390324	23412.87	4727.47	33.75	TRUE	59	2	5
NEK2	BS_2WPQ8YCW	6.729407676003811e-41	1.102697883742158e-35	7.26	4	160	1939.59	109.84	10.15	TRUE	6	2	1
UBA3	BS_ZV68CES9	7.801938559631394e-41	1.2784455264123318e-35	10.38	1.72	24626	4135.56	1253.92	76.83	TRUE	92	3	1
ZNF684	BS_VVTHDRBD	8.813303704541503e-40	1.312882177570522e-35	9.31	2.22	1930	715.23	153.49	42.13	TRUE	63	1	11
TSFM	BS_H1ZS5FMZ	4.336221916091338e-40	1.4210887378277412e-35	9.26	2.78	23974	6076.07	884.82	20.82	TRUE	49	4	5
LIN9	BS_VVTHDRBD	1.0584203998321149e-39	1.445295523762802e-35	8.99	2.43	3641	988.49	183.26	31.51	TRUE	63	1	12
ZNF329	BS_QXKRN6CR	1.1346464300986973e-40	1.8592605434308054e-35	-17.84	-3.58	65	86.82	1050.1	72.78	TRUE	74	3	1
FAM133B	BS_V3Z3DB4N	4.831095236458433e-40	3.958177858948694e-35	10.01	2.25	12953	3645.71	766.33	37.98	TRUE	17	3	2
TTC23	BS_R7NTZR4C	9.730486609739377e-40	5.314874408437677e-35	8.81	2.73	33360	4841.84	731.16	21.69	TRUE	78	3	3
MRPL21	BS_TRKH2SPE	1.5598614937308975e-39	6.390071945713131e-35	9.52	2.3	10417	3562.74	720.99	35.19	TRUE	66	1	4
GOLGA3	BS_MD3DT41J	5.732422640366497e-40	9.3932937616309e-35	10.7	1.56	48436	24724.54	8404.61	94.76	TRUE	29	3	1
CCT6A	BS_YA0KMBRT	4.236410391544639e-39	1.1569816637496568e-34	9.96	2.11	190540	20940.06	4834.78	41.74	TRUE	59	6	6
FAM91A1	BS_8NY9J9NQ	9.55047222331193e-40	1.5649647066171244e-34	10.37	1.76	30498	8109.59	2398.89	70.33	TRUE	10	1	1
METTL1	BS_H1ZS5FMZ	5.881153772233907e-39	1.6061680638276893e-34	8.81	2.85	19311	2109.05	291.56	18.73	TRUE	49	4	6
MYSM1	BS_WH8G4VFB	1.5382374498303965e-39	2.5205950691163797e-34	-17.49	-4.36	49	65.09	1364.99	50.23	TRUE	75	3	1
NADK	BS_JRYJGYC4	2.1666917516407066e-38	3.2276329970931436e-34	10.25	1.77	12059	8898.46	2606.79	67.95	TRUE	45	2	11
CRKL	BS_GWSJ4Z9H	4.375074312349741e-39	3.5845541076712176e-34	10.48	1.63	70530	24921.6	8022.85	81.38	TRUE	31	3	2
FAIM	BS_SY3J3XR9	1.392086125529316e-38	5.7027694654381925e-34	8.15	2.9	9108	2522.55	337.24	17.89	TRUE	9	5	4
PANK4	BS_JRYJGYC4	2.195607977458075e-37	2.9981493008462416e-33	10.02	1.71	4562	3405.46	1039.85	74.3	TRUE	45	1	12
ZNF512	BS_N6N147BY	2.6468360041486757e-38	4.337172899770743e-33	-18.62	-4.58	22	98.99	2463.21	52.67	TRUE	61	7	1
FMR1	BS_Q79NP5YY	6.947039628017686e-38	5.6917980488864594e-33	-15.24	-3.72	211	180.41	2387.94	53.52	TRUE	3	4	2
KRBA2	BS_H97S5SQN	1.5054879278677812e-37	8.223102893978137e-33	9.19	2.34	2680	2704.41	534.95	33.46	TRUE	112	1	3
TMEM81	BS_JRYJGYC4	1.124224962976263e-36	1.417064355335314e-32	8.52	2.37	1883	614.12	118.5	31.91	TRUE	45	1	13
NAA35	BS_WV0S8N4M	1.2003310381493337e-37	1.9668930153794835e-32	9.83	1.77	16817	3550.92	1038.03	65.36	TRUE	6	4	1
MRPS24	BS_4QW2S1Q8	2.500644126226948e-37	2.0488095823169088e-32	10.35	1.43	8756	3366.14	1244.77	111.62	TRUE	71	1	2
THAP7	BS_GWSJ4Z9H	4.088586777460738e-37	2.2332208143067143e-32	9.92	1.57	9737	3312.61	1115.76	88.71	TRUE	31	3	3
ADSS	BS_VVTHDRBD	1.886129746623177e-36	2.3774309604382668e-32	9.42	2.23	13290	6685.21	1423.37	34.82	TRUE	63	3	13
DCTN2	BS_7327SDAQ	1.6629884535098473e-37	2.725015241552315e-32	10.38	1.49	55644	13297.05	4739.93	98.44	TRUE	71	4	1
SMARCA5	BS_84XCR9GG	2.898615317908186e-37	4.7497448969209235e-32	9.92	1.71	208416	22270	6795.66	67.58	TRUE	56	2	1
TRMT12	BS_WMEHNDSK	2.254818380115565e-36	7.38960567017651e-32	9.41	1.89	22182	2493.91	670.19	52.81	TRUE	52	2	5
RBM48	BS_V3Z3DB4N	1.4229909672232267e-36	7.772497490066712e-32	9.34	2.37	12599	3208.54	622.57	29.83	TRUE	17	3	3
DDX6	BS_M0XGZ53Z	4.780858686873765e-37	7.83403682806247e-32	-15.91	-2.84	385	1851.68	13267.43	78.41	TRUE	114	2	1
SEC61G	BS_V3Z3DB4N	3.1217860418639676e-36	1.2788595325166236e-31	9	2.62	10647	3479.98	565.77	22.26	TRUE	17	3	4
ZRANB1	BS_XZM79E42	3.3930509626287566e-36	1.3899849348040535e-31	10.01	1.72	5512	8267.27	2493.99	69.32	TRUE	11	4	4
TXN2	BS_4KNBXM3C	6.194536025167607e-36	1.4500749322101281e-31	10.38	1.36	3175	5892.4	2285.19	128.68	TRUE	29	2	7
KAT6A	BS_JQXHHK0K	4.205221083799406e-36	1.722695597083812e-31	10.4	1.43	13780	22897.37	8460.73	105.64	TRUE	31	4	4
GATAD1	BS_V3Z3DB4N	6.151630453836324e-36	2.0160436726690847e-31	9.41	2.24	27217	8761.35	1854.61	33.58	TRUE	17	3	5
PUDP	BS_4C4MZ4NT	1.3300831058564556e-36	2.1795080587242454e-31	-20.7	-7.41	4	2.43	513.91	26.85	TRUE	4	2	1
ZBTB43	BS_JFEZA9KE	1.5346299957868996e-36	2.514683803027321e-31	10.01	1.57	10960	4744.75	1598.59	87.06	TRUE	188	2	1
CHCHD2	BS_YA0KMBRT	1.1311248685211483e-35	2.647842889892007e-31	9.39	2.08	299788	32091.97	7611.82	39.01	TRUE	59	6	7
MORF4L2	BS_4B0BAVTX	5.084275134870391e-36	3.2254801998933875e-31	-15.51	-2.57	771	1040.84	6168.53	86.71	TRUE	189	3	2.5
CRK	BS_4B0BAVTX	5.9052179756525896e-36	3.2254801998933875e-31	-14.94	-2.12	1305	987.64	4292.38	116.93	TRUE	189	4	2.5
STAG2	BS_W1385R8Y	2.187890470588262e-36	3.5851330576690485e-31	-15.46	-3.82	279	375.63	5332.15	48.46	TRUE	26	7	1
CPSF6	BS_MG78HQDM	4.843253326093006e-36	3.968139136639001e-31	7.2	2.75	604625	27328.93	4045.52	18	TRUE	60	4	2
SDCCAG8	BS_VVTHDRBD	3.4038706986671645e-35	3.984049453072863e-31	9.16	2.26	24239	7534.49	1571.36	31.84	TRUE	63	4	14
CNOT2	BS_MG78HQDM	1.2692812571088494e-35	6.932922001829994e-31	8.6	2.52	73342	13968.16	2428.27	23.54	TRUE	60	5	3
IPO8	BS_Q13FQ8FV	4.684508312192137e-36	7.676154649757161e-31	10.71	1.8	849	10582.22	3013.27	74.31	TRUE	98	1	1
TSR2	BS_S6Q7NKA3	9.420282961523099e-36	7.718157812733731e-31	9.76	1.66	12308	5174.02	1638.14	73.46	TRUE	40	2	2
UBE2L3	BS_GWSJ4Z9H	1.980265829301457e-35	8.11228507898319e-31	10.14	1.37	34969	10108.23	3922.75	114.13	TRUE	31	5	4
KDM5A	BS_B1C6GZ84	5.5967280294303136e-36	9.17094111557543e-31	10.12	1.67	54115	22466.45	7047.66	70.09	TRUE	50	3	1
TMEM168	BS_8ZE4Z9G5	8.14918471879061e-36	1.3353461665991135e-30	-17.87	-4.1	37	69.77	1227.57	53.05	TRUE	36	2	1
CSTF2	BS_4B0BAVTX	3.4124183679661254e-35	1.3979189157379354e-30	-15.71	-3.01	90	85.4	693.85	80.45	TRUE	189	3	4
EXOC1	BS_Z8F3GM85	3.3894050316450366e-35	1.8513218079442584e-30	9.89	1.78	12401	6553.59	1906.91	60.4	TRUE	32	5	3
SCO1	BS_H97S5SQN	4.768850449843533e-35	1.9535899562441386e-30	9.29	1.74	9108	5539.21	1655.39	64.06	TRUE	112	3	4
DDX1	BS_DY88N5ZT	4.011643145448666e-35	3.286790323752465e-30	8.16	2.94	196061	24018.55	3121.4	14.65	TRUE	10	9	2
USP38	BS_84XCR9GG	4.4858826427677345e-35	3.675340784103848e-30	9.6	1.71	54609	7150.47	2186.97	64.56	TRUE	56	1	2
SPIN3	BS_SKGJ5SY9	6.376147594104981e-35	5.224058934279398e-30	-16.42	-4.86	43	32.33	960.01	36.45	TRUE	161	5	1.5
ZNF675	BS_SKGJ5SY9	5.832072068534305e-35	5.224058934279398e-30	-16.08	-4.28	39	25.04	500.03	46.57	TRUE	161	3	1.5
SAP30L	BS_AWH9757B	3.540416147731219e-35	5.801416085387376e-30	9.73	1.75	15115	9507.03	2808.34	62.22	TRUE	35	2	1
SERBP1	BS_MDBT7S5Z	4.563004095857717e-35	7.477054745770844e-30	-14.8	-2.13	1771	2423.2	10575.58	112.24	TRUE	8	3	1
ARHGAP11B	BS_2R9TCR03	5.042547558577803e-35	8.262846879288666e-30	8.5	3.05	1678	2142.36	257.32	14.58	TRUE	3	2	1
MMAA	BS_J9CBGP57	5.401096851182156e-35	8.85037488354662e-30	9.14	2.15	3506	2373.08	533.57	38.15	TRUE	21	1	1
