geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
ZC3H11A	BS_JRYJGYC4	4.6466999060113304e-7	0.004664478121910428	4.45	1.88	22800	20562.83	5623.74	8.83	TRUE	23	2	16
ARHGAP15	BS_A0DYVX9J	1.781595201125562e-6	0.004690915572851787	3.75	1.62	266	373.88	122.24	12.68	TRUE	75	1	61
ZNF595	BS_C83TK159	5.911307486448702e-8	0.004747139260145379	4.35	2.17	2290	3748.86	850.93	7.15	TRUE	2	1	2
DDX41	BS_51RA1PGE	1.7907954490531268e-7	0.0047937253602964225	4.55	1.21	7382	5595.99	2418.51	28.28	TRUE	11	1	6
TNRC6C	BS_4PWDGEB0	3.909145880022478e-7	0.004829664274972255	4.32	1.51	17568	13392.71	4797.21	15.63	TRUE	21	1	13
GGA2	BS_B4R7X1KE	2.4239802217677776e-7	0.004866508679741633	-5.95	-1.83	726	765.77	2745.42	25.29	TRUE	29	1	8
PLEKHF2	BS_23QW0BBA	2.4399671641363643e-7	0.004898604896163118	-6.17	-2.24	177	156.11	737.41	18.75	TRUE	14	1	7.5
TNFSF13B	BS_23QW0BBA	2.3115384377923166e-7	0.004898604896163118	3.69	2.73	7539	2216.31	338.31	3.38	TRUE	14	1	7.5
ZNF131	BS_KBEX4RT2	3.05916416257065e-7	0.004913389578417398	-5.76	-1.25	620	620.97	1484.14	48.66	TRUE	30	1	9.5
SMIM10L2A	BS_KBEX4RT2	2.8211652335480863e-7	0.004913389578417398	-7.04	-5.14	31	14.12	508.27	5.55	TRUE	30	1	9.5
SYPL1	BS_MN5XVP5A	1.8540629157214514e-7	0.0049630840995148065	-6.27	-2.47	214	262.32	1465.98	16.16	TRUE	10	1	6
COX7B	BS_G3NN392N	9.424614704094449e-8	0.005045692353297891	-5.96	-2.5	508	293.18	1647.35	16.45	TRUE	4	3	2.5
ATP13A1	BS_G3NN392N	7.035285858275833e-8	0.005045692353297891	4.7	1.37	7065	8957.18	3483.07	22.42	TRUE	4	1	2.5
ITGA5	BS_BWBDH9GM	3.142314022118234e-7	0.005046938362214819	-6.99	-4.29	23	101.07	2093.14	7.2	TRUE	26	1	10
C19orf24	BS_PXCPK5XS	5.089179386831894e-7	0.005108650523707182	4.09	1.29	3650	1756.28	714.75	22.65	TRUE	25	1	16
GAPDH	BS_Z3RCA1T9	3.188052522973419e-7	0.005120399955477423	4.23	1.68	512627	279525.29	88332.77	12.13	TRUE	30	1	10
TMSB15A	BS_4B0BAVTX	1.0224176558681276e-6	0.005131647065353005	-7.24	-6.05	2	2.42	239.52	4.59	TRUE	54	1	32
HIPK2	BS_XM1AHBDJ	1.601256934955014e-7	0.005143626636868888	-6.27	-2.27	3905	7052.15	33668.61	18.27	TRUE	9	1	3.5
ARHGEF12	BS_XM1AHBDJ	1.4220043941982205e-7	0.005143626636868888	-6.04	-1.58	692	3830.18	11329.64	33.9	TRUE	9	1	3.5
ZNF451	BS_XM1AHBDJ	1.3550917257018398e-7	0.005143626636868888	4.87	0.99	888	7169.01	3612.98	49.36	TRUE	9	1	3.5
POU5F2	BS_XM1AHBDJ	7.424307624470772e-8	0.005143626636868888	4.3	2.62	6	1396.03	121.09	8.13	TRUE	9	1	3.5
ZNF440	BS_Z8YZ6QGS	1.2849987364481038e-7	0.005159660502362649	-6.44	-2.32	179	160.61	812	18.5	TRUE	15	1	4
XPO6	BS_X4DD4KSZ	5.177575797895991e-7	0.0051973851383377645	4.54	0.92	18350	9818.54	5196.63	48.22	TRUE	33	1	15
ZNF585A	BS_X4DD4KSZ	4.5797125954856594e-7	0.0051973851383377645	4.43	1.29	5133	2504.2	1031.85	22.52	TRUE	33	1	15
ZFP82	BS_X4DD4KSZ	4.868690297505678e-7	0.0051973851383377645	4.18	1.48	4774	2203.56	784.23	16.08	TRUE	33	1	15
MMP14	BS_8ZD6J47V	1.459351213763417e-6	0.005200888035396978	-6.41	-3.89	42	434.97	6627.41	7.2	TRUE	62	1	45.5
ADPRH	BS_8ZD6J47V	1.4895562863986606e-6	0.005200888035396978	-7.8	-3.21	3	26.87	320.91	19.17	TRUE	62	1	45.5
FMOD	BS_YA0KMBRT	9.743612422949125e-7	0.005216475393377529	2.96	3.63	137738	5719.96	464.54	1.23	TRUE	48	1	30
NBAS	BS_29X4ZX6Q	2.942483553079121e-7	0.005251095926155307	4.45	1.72	31673	15266.62	4682.76	11.55	TRUE	11	2	9
GCHFR	BS_HJRTC9JQ	4.257919827091096e-7	0.005260566861853634	3.55	2.45	2301	288.58	54.08	4.39	TRUE	24	1	13
DENND1C	BS_40MP5BWR	1.6398692224876532e-7	0.005267658693391349	-9.21	-4.69	0	0	124.04	20.84	TRUE	8	2	5
SLC25A53	BS_4B0BAVTX	1.0831589709776148e-6	0.005271772720942026	-6.17	-3.32	46	42.03	430.46	9.36	TRUE	54	1	33
LSM8	BS_W4DB5RP1	8.980439876725154e-8	0.0052822007963630934	4.64	1.1	2078	1977.46	928.04	37.42	TRUE	3	1	2.5
TFEC	BS_W4DB5RP1	9.866377854536609e-8	0.0052822007963630934	4.34	1.58	377	486.22	162.41	16.96	TRUE	3	1	2.5
MICAL1	BS_B4R7X1KE	3.30829722266845e-7	0.0053135275625441295	-6.21	-2.9	680	336.84	2506.92	11.93	TRUE	29	1	9.5
GARNL3	BS_B4R7X1KE	3.1733967590170823e-7	0.0053135275625441295	-6.74	-3.63	165	64.65	816.82	8.7	TRUE	29	2	9.5
NUP133	BS_VVTHDRBD	9.302168577448564e-7	0.005335862033390821	-5.37	-1.02	1418	1418.41	2881.59	62.92	TRUE	36	1	28
MIA3	BS_VVTHDRBD	9.659198197588944e-7	0.005349602300385682	-5.44	-1.21	1807	1963.92	4573.3	45.8	TRUE	36	1	29
SH2B1	BS_X4DD4KSZ	6.020892974219833e-7	0.005372381187255653	4.48	0.95	10184	5488.49	2845.54	44.88	TRUE	33	1	17.5
ZNF383	BS_X4DD4KSZ	5.8506198781449e-7	0.005372381187255653	4.37	1.19	3221	1696.99	750.82	27.09	TRUE	33	1	17.5
MLYCD	BS_AWH9757B	3.037304413432398e-7	0.005420311292879992	4.25	1.54	8342	3735.54	1266.79	15.1	TRUE	13	1	9
CTSD	BS_HJRTC9JQ	4.72762412896328e-7	0.005423670811348936	4.25	1.65	522918	44748.08	14246.43	12.3	TRUE	24	1	14
VWA5A	BS_KBEX4RT2	3.7894928172328384e-7	0.005533078355635024	-6.72	-4.85	55	39.65	1195.22	5.81	TRUE	30	1	11
DNAJC15	BS_8ZD6J47V	1.6213231729915548e-6	0.005540515183777304	-6.57	-4.32	5	53.43	1269.88	7.16	TRUE	62	1	47
RBPJ	BS_M0XGZ53Z	5.190691188152014e-7	0.005557920755107591	4.27	1.57	16318	15823.23	5319.65	13.88	TRUE	22	2	15
COA6	BS_6VPKXXMR	5.200858190506862e-7	0.005568807049698612	-5.72	-1.57	121	133.24	399.83	34.69	TRUE	23	1	15
AKAP9	BS_84XCR9GG	9.391949678233294e-7	0.005586893724794523	4.01	1.62	111520	16659.87	5527.79	12.25	TRUE	55	1	24
SRI	BS_84XCR9GG	8.691338167448138e-7	0.005586893724794523	4.15	1.46	126893	12854.3	4672.64	15.91	TRUE	55	1	24
CDO1	BS_84XCR9GG	8.371528573128714e-7	0.005586893724794523	-6.68	-5.07	5	25.31	1034.49	5.73	TRUE	55	1	24
PPP1R9A	BS_84XCR9GG	9.28092389540066e-7	0.005586893724794523	-6.11	-3.69	122	236.88	3024.37	7.87	TRUE	55	1	24
FRRS1L	BS_84XCR9GG	8.343212793155822e-7	0.005586893724794523	-7.98	-8.48	1	2.23	1634.46	2.92	TRUE	55	1	24
FUT9	BS_84XCR9GG	9.076898288281215e-7	0.005586893724794523	-6.73	-7.47	7	8.38	1750.7	3.22	TRUE	55	2	24
ZSCAN21	BS_84XCR9GG	8.602614811626111e-7	0.005586893724794523	4.2	1.2	8806	1450.92	632.42	25.64	TRUE	55	1	24
NUMBL	BS_X4DD4KSZ	7.069223277739728e-7	0.005601443871997689	4.13	1.6	14169	7109.8	2340.04	12.87	TRUE	33	1	20
SARS2	BS_X4DD4KSZ	7.030613783225443e-7	0.005601443871997689	4.22	1.3	3375	1276.36	520.01	21.63	TRUE	33	1	20
ZNF573	BS_X4DD4KSZ	7.323874031277209e-7	0.005601443871997689	4.18	1.28	848	957.01	397.89	23.17	TRUE	33	1	20
GLOD4	BS_2HNXVFAS	4.5033266817781786e-7	0.005638700657556461	4.42	1.14	3391	3702.96	1688.54	30.27	TRUE	24	1	12.5
EMSY	BS_2HNXVFAS	4.5639825439612994e-7	0.005638700657556461	4.41	1.02	3904	3542.42	1742.27	39.25	TRUE	24	1	12.5
PRAG1	BS_52MPKTJH	3.8709429289544905e-7	0.00565200452121098	3.89	2.08	17677	8375.47	1957.9	6.85	TRUE	31	1	11
KIAA0368	BS_M0XGZ53Z	5.642751308489555e-7	0.005664340404634426	4.34	1.22	2897	11044.67	4767.73	25.63	TRUE	22	1	16
FAM69B	BS_52C576HH	7.061015772393216e-8	0.005670424904553723	-6.84	-2.93	231	143.06	1099.57	13.15	TRUE	3	1	2
IDI1	BS_A0DYVX9J	2.1962012157678723e-6	0.005689300268991511	3.75	2.07	65499	8427.92	2048.39	6.02	TRUE	75	1	62
SPON1	BS_FYRDYBMZ	2.486890119322072e-7	0.005706068411219904	-7.63	-8.79	10	8.09	4072.61	2.88	TRUE	12	1	7
SUPT5H	BS_RX1YTZ7F	7.150633814652642e-8	0.005742393640371028	4.82	1.23	28123	15047.81	6453.13	28.78	TRUE	4	2	1.5
GPATCH1	BS_RX1YTZ7F	4.121877822405638e-8	0.005742393640371028	4.71	1.17	1646	1237.29	551.61	35.02	TRUE	4	1	1.5
SUPT5H	BS_Q13FQ8FV	7.155133554151361e-7	0.005746007204727775	4.53	1.15	2014	14289.14	6453.13	28.78	TRUE	35	2	19.5
ZNF585B	BS_Q13FQ8FV	6.840022928415276e-7	0.005746007204727775	4.54	1.28	608	3952.33	1645.78	23.88	TRUE	35	2	19.5
POU3F3	BS_WQ1YRTAT	7.170128553643748e-8	0.005758049100866548	-6.87	-4.59	80	232.59	5500.92	6.98	TRUE	2	2	2
ZSWIM7	BS_H97S5SQN	1.0854041315640694e-6	0.005810969995931496	4.03	1.52	3666	1427.25	499.63	14.14	TRUE	36	1	30
ZNF607	BS_X4DD4KSZ	8.015553960092572e-7	0.005851797359705586	4.19	1.25	3081	1614.59	676.96	23.39	TRUE	33	2	22
TBK1	BS_SD8YBRBR	3.1521832917579614e-7	0.00587714437901248	4.43	1.11	4274	1839.03	843.73	33.3	TRUE	11	1	8.5
ZNF229	BS_SD8YBRBR	3.29329361289679e-7	0.00587714437901248	-6.84	-5.62	8	14.57	806.17	5.1	TRUE	11	1	8.5
ZNF106	BS_XM1AHBDJ	2.213471846921187e-7	0.005925174833618572	-6.14	-1.85	348	2354.55	8472.83	25.46	TRUE	9	1	6
FKBP4	BS_Z3RCA1T9	4.227318402117512e-7	0.005930514370066197	4.17	1.74	53201	15189.48	4666.93	10.78	TRUE	30	1	12
NDUFA9	BS_Z3RCA1T9	4.800177506394387e-7	0.005930514370066197	4.23	1.53	17408	6004.53	2120.59	14.8	TRUE	30	1	12
PPP2R3B	BS_Z3RCA1T9	4.682591319252738e-7	0.005930514370066197	3.88	2.19	29524	3322.5	732.91	5.95	TRUE	30	1	12
ZNF624	BS_H97S5SQN	1.1484905453097968e-6	0.005950372417110853	4.07	1.46	1942	1220.27	452.12	15.89	TRUE	36	1	31
TMEM243	BS_84XCR9GG	1.0406787248754979e-6	0.005969487706858799	3.99	1.56	6331	940.14	317.74	13.28	TRUE	55	1	28
TMBIM1	BS_8ZD6J47V	1.7919819712437436e-6	0.005996126906402938	-5.97	-2.94	83	450.92	3542.2	10.59	TRUE	62	1	48
COPS6	BS_84XCR9GG	1.0847636594754554e-6	0.006007801112884506	4.28	1.11	33241	5848.94	2710.04	29.85	TRUE	55	1	29
C14orf80	BS_4PWDGEB0	5.262236164694063e-7	0.006036993616735481	3.99	1.79	4549	1280.2	374.73	9.98	TRUE	21	1	14
UBA52	BS_PXCPK5XS	6.406590937477119e-7	0.006052802328958039	4.49	0.95	28878	18494.08	9577.22	44.36	TRUE	25	1	17
CDH20	BS_YA0KMBRT	1.1686950868120224e-6	0.006055052901374469	-7.17	-8.7	14	2.64	1199.71	2.59	TRUE	48	1	31
GPI	BS_KBEX4RT2	4.527054645916375e-7	0.006059166800722996	-5.88	-1.84	4022	2721.7	9752.62	23.74	TRUE	30	1	12
CHERP	BS_PXCPK5XS	7.179503570760365e-7	0.006069029273177592	4.38	1.03	13373	7707.19	3794.54	36.77	TRUE	25	1	18.5
ZNF81	BS_PXCPK5XS	7.165521756326687e-7	0.006069029273177592	4.29	1.09	2926	2517.95	1179.76	32.87	TRUE	25	1	18.5
ABCB7	BS_6VPKXXMR	6.054497620831127e-7	0.00607766205323281	4.36	1.15	2812	2220.66	1000.2	29.04	TRUE	23	1	16
C19orf25	BS_PXCPK5XS	7.664987925754144e-7	0.006155451259184563	3.93	1.13	3946	2218.89	1015.97	30.04	TRUE	25	1	20
ANKHD1	BS_KBEX4RT2	5.002115290920399e-7	0.006180004088185059	-5.61	-1.3	2071	2155.94	5292.4	42.91	TRUE	30	1	13
PTPRA	BS_6DCSD5Y6	1.5394857385997784e-7	0.006181503167357132	4.62	1.05	6789	13838.75	6727.25	39.88	TRUE	5	1	4
OPA1	BS_S6S7SK3P	1.1562491923950475e-7	0.006190255932733234	-6.08	-1.58	1197	1266.15	3809.4	34.05	TRUE	4	1	3
ZNF835	BS_JS95PE0J	4.683641768685093e-7	0.006268748431586852	-5.01	-3.14	45	33.76	303.39	10.97	TRUE	16	2	12
PTGS1	BS_VMQMGSJY	1.5745074737114097e-7	0.006322126078691013	3.7	2.8	53667	5780.16	840.54	3.23	TRUE	5	1	4
ACO2	BS_J9CBGP57	1.1856821429775789e-7	0.006347832256383637	4.59	1.24	29278	15508.67	6639.24	27.42	TRUE	4	1	3
PGM1	BS_WKESC3XN	3.979183165257209e-8	0.006391051952687483	4.64	1.44	6947	6972.06	2529.82	20.52	TRUE	2	1	1
MYO6	BS_84XCR9GG	1.2118878509753919e-6	0.006488130766836141	-5.9	-2.46	486	677.7	3704.31	14	TRUE	55	1	30
WNT2B	BS_S2TA8R29	4.048141432759687e-8	0.006501807314246009	3.84	2.92	21898	3282.62	440.89	3.14	TRUE	1	1	1
ERC1	BS_B1C6GZ84	4.0588020811688805e-7	0.00651892961171333	4.2	1.77	49720	24107.54	7138.44	10.38	TRUE	12	2	10
MGAT2	BS_PS0P3QJ3	8.147448405644956e-8	0.006542896353321289	-6.41	-1.97	103	337.42	1348.55	26.35	TRUE	5	1	2
INSIG2	BS_KBEX4RT2	5.731145869102565e-7	0.006574940756267564	-5.79	-1.81	550	256.48	894.83	24.31	TRUE	30	1	14
SCN3A	BS_8ZE4Z9G5	5.340680538931171e-7	0.006598294050557952	-7.35	-7.13	32	20.99	3001.54	3.47	TRUE	26	1	13
PIK3R6	BS_0RQ4P069	1.6451487958541816e-7	0.00660577245853277	-7.81	-7.13	2	0.49	105.03	4.11	TRUE	6	1	4
AHR	BS_3MS8WVNR	8.565854639563216e-8	0.006878901994082873	3.92	2.5	18433	16369.95	2889.38	4.67	TRUE	2	1	2
UTRN	BS_1D6PZNKN	6.459201468504659e-8	0.0068851920203519944	4.36	1.92	18142	25258.44	6752.26	9.77	TRUE	11	1	1.5
ZNF630	BS_1D6PZNKN	8.573687205101535e-8	0.0068851920203519944	-6.05	-4.88	7	5.4	180.13	7.07	TRUE	11	2	1.5
TRIP10	BS_DS438CXE	1.2877776795475433e-7	0.0068944250714226595	-6.51	-2.78	98	122.89	860.71	14.09	TRUE	7	1	3
VCPIP1	BS_QB84TBA3	1.2909635428628448e-7	0.006911481350828633	-5.99	-1.42	1060	1103.59	2963.86	40.4	TRUE	5	1	3
TTYH1	BS_84XCR9GG	1.3689385166095716e-6	0.006920007309511822	-6.26	-3.79	426	626.15	8687.38	7.28	TRUE	55	1	31.5
C14orf37	BS_84XCR9GG	1.3787264716137855e-6	0.006920007309511822	-6.5	-3.64	56	171.48	2169.59	7.92	TRUE	55	1	31.5
ZNF717	BS_JVW2JJ39	1.3016754388544577e-7	0.006968830041879868	-6.05	-3.97	29	47.52	775.22	8.54	TRUE	4	3	3
RHOBTB3	BS_B4R7X1KE	4.7799664748471e-7	0.006979279370148095	-6.67	-3.8	424	758.48	10647.18	7.88	TRUE	29	1	11
SMIM15	BS_8PNA0V6R	1.305736681592142e-7	0.006990572873889242	-6.03	-1.46	529	426.11	1166.75	39.27	TRUE	9	1	3
ANXA9	BS_FX2P2WEG	1.310814795840678e-7	0.00701775977015767	3.64	3.17	172	117.86	12.19	2.28	TRUE	4	1	3
APBB1IP	BS_59ZJWJTF	4.4256016981856804e-8	0.007108054392157738	-6.45	-4.11	15	45.53	839.03	9.12	TRUE	1	2	1
NLGN1	BS_5CTVXVRX	4.43415162604298e-8	0.00712178661579721	-9.14	-6.04	0	0	2708.17	7.96	TRUE	1	1	1
COQ5	BS_BMMY0H73	2.742582078978934e-7	0.007341533770173084	4.46	1.07	3350	1606.74	770.79	36.53	TRUE	13	1	6
CAMKK2	BS_52MPKTJH	5.530822779430953e-7	0.007402644851225762	4.12	1.54	36225	6510.34	2222.36	14.44	TRUE	31	1	12
SLC11A2	BS_8ZE4Z9G5	6.922010997795701e-7	0.007411727493931017	-5.88	-2.25	407	584.75	2790.27	16.88	TRUE	26	2	14.5
FIGN	BS_8ZE4Z9G5	6.566644690942018e-7	0.007411727493931017	-6.73	-6.98	3	9.84	1653.36	3.73	TRUE	26	1	14.5
CAPNS1	BS_2HNXVFAS	6.572359894435261e-7	0.007540006470215257	4.48	0.99	10747	12847.25	6471.06	40.79	TRUE	24	1	14
FGD5	BS_40MP5BWR	2.82279744484588e-7	0.007556259820457137	-7.7	-5.92	13	9.89	631.83	4.69	TRUE	8	1	6
NLRX1	BS_BWBDH9GM	5.179696210140109e-7	0.007562928964731181	-6.32	-3.03	34	67.05	566.51	11.75	TRUE	26	1	11
MIXL1	BS_VVTHDRBD	1.4251062714470194e-6	0.007629646454780985	3.17	3.3	1231	199.28	21.01	1.63	TRUE	36	1	30
CLSTN1	BS_9XVACXP0	2.850876594962798e-7	0.007631424035377501	4.5	1.21	101832	50347.65	21873.37	27.28	TRUE	10	1	6
ADORA1	BS_YA0KMBRT	1.5227280060282113e-6	0.007642769721959275	3.55	2.44	73466	7880.81	1459.1	3.96	TRUE	48	1	32
JAK1	BS_Z3RCA1T9	6.662755486635478e-7	0.007643710978339602	4.42	1.16	53759	16554.52	7459.9	27.84	TRUE	30	1	14
CSTB	BS_HJRTC9JQ	7.143282809775032e-7	0.007648653782115389	4.03	1.56	23494	7007.29	2382.61	13.6	TRUE	24	1	15
STAT6	BS_BWBDH9GM	5.760003415411628e-7	0.007709388155540701	-6.69	-3.4	46	103.36	1091.58	9.5	TRUE	26	1	12
MT-CO3	BS_E7NVYA6G	1.9227295169095532e-7	0.007720343424264289	3.85	2.28	24129	716668.49	147401.66	5.71	TRUE	16	1	4
TRIM25	BS_WH8G4VFB	9.644498888424543e-8	0.00774511889672886	4.35	1.85	14796	10663.3	3000.1	10.34	TRUE	4	1	2
NKAIN3	BS_YA0KMBRT	1.6063771955798654e-6	0.0078182941803621	-7.11	-7.41	6	1.59	311.93	3.13	TRUE	48	1	33
ATAD3B	BS_G3RJTBZD	3.462526211373777e-7	0.007944625813675566	4.03	1.83	6336	4869.69	1383.39	9.79	TRUE	8	1	7
TTC30A	BS_R5SNFB5B	1.5202586306181344e-7	0.008139067312972004	-7.97	-3.41	5	55.88	713.62	15.52	TRUE	5	1	3
DYRK1B	BS_X4DD4KSZ	1.1712435788446846e-6	0.008178954728157944	4.13	1.37	3778	2692.36	1036.12	18.27	TRUE	33	2	23
SYK	BS_8ZE4Z9G5	8.168695780915866e-7	0.008199949109115368	3.98	1.84	4540	2796.27	776.54	9.01	TRUE	26	1	16
ARL6IP5	BS_TGS109T3	2.0456708804811447e-7	0.008213990367046762	4.49	1.22	8160	8535.33	3675.45	27.42	TRUE	4	1	4
PEAK1	BS_AWH9757B	5.173970208795845e-7	0.00831002520687789	4.13	1.63	42624	27570.68	8978.43	12.53	TRUE	13	1	10
PCDH7	BS_052PZFMK	3.6449183981239094e-7	0.008363117281063743	-7.76	-9.39	3	4.59	4245.71	2.64	TRUE	15	1	7
TSPAN12	BS_6DCSD5Y6	2.6494176013544943e-7	0.008510573568194481	3.43	2.91	13857	5718.44	761.17	2.77	TRUE	5	1	5
SAFB	BS_MKM0EEN1	1.0602009135284508e-7	0.0085140578320288	-5.9	-1.45	1687	1784.55	4902.53	39.24	TRUE	2	1	2
DDAH1	BS_8ZE4Z9G5	9.029674123838634e-7	0.008531032041828068	-6.3	-3.43	127	530.12	5780.87	8.77	TRUE	26	1	17
TCF7L2	BS_9TXEDSWB	1.0632014370338286e-7	0.00853815385979596	4.13	2.22	10804	11129.03	2411.87	6.43	TRUE	3	1	2
GALM	BS_HJRTC9JQ	8.528777369760782e-7	0.008561408365629223	3.94	1.48	3765	892.61	320.34	15.42	TRUE	24	1	16
COX7B	BS_7WM3MNZ0	1.0677620019233461e-7	0.008574777968227299	-5.95	-2.49	375	294.42	1647.35	16.45	TRUE	2	3	1.5
ATP7A	BS_7WM3MNZ0	8.255738575387467e-8	0.008574777968227299	-6.24	-2.16	138	238.63	1056.11	21.86	TRUE	2	1	1.5
CBR4	BS_45J79YTF	5.351934602392888e-8	0.008595857659914443	4.54	1.48	4740	3174.37	1130.02	19.08	TRUE	4	1	1
LEMD3	BS_SD8YBRBR	5.356165260117675e-7	0.008602652610584025	4.3	1.31	30845	4781.77	1932.79	21.46	TRUE	11	1	10
LPAR6	BS_BWBDH9GM	7.005122703997061e-7	0.00865467595829325	-7.65	-4.34	2	18.97	569.55	9.32	TRUE	26	1	13
TMBIM4	BS_7327SDAQ	5.930387830126916e-7	0.008659021701842809	4.25	1.32	4661	2709.46	1087.8	20.79	TRUE	16	1	11
PPP1R3D	BS_B4R7X1KE	6.572172337496384e-7	0.008796423182545286	3.87	1.72	1837	1104	335.77	10.97	TRUE	29	1	12
PRR34	BS_F9Y4Z92G	1.6462322889674712e-7	0.008813497350280657	3.59	2.11	491	131.46	29.95	7.33	TRUE	5	1	3
TMEM94	BS_S5P8VTN5	5.498115287034487e-8	0.00883064161210366	4.88	1.01	20934	10821.97	5379.59	46.38	TRUE	1	1	1
CPSF3	BS_JQXHHK0K	7.712759538463856e-7	0.008848306811754242	4.22	1.45	3856	3880.04	1398.37	16.24	TRUE	16	2	14
ERN1	BS_1EN5V3XW	8.883117928027583e-7	0.008917104626453558	-5.77	-2.01	217	203.47	829.57	20.18	TRUE	31	1	16
PTK7	BS_9XVACXP0	3.9280438980057786e-7	0.009012737245667236	-6.24	-2.82	727	433.55	3047.65	12.32	TRUE	10	1	7
NF1	BS_51RA1PGE	5.074638111931341e-7	0.009056095313902541	-5.79	-2.08	2445	2296.39	9790.61	19.24	TRUE	11	1	8
SMAD5	BS_51RA1PGE	4.986346699789215e-7	0.009056095313902541	4.51	0.99	6739	7783.09	3917.38	41.23	TRUE	11	1	8
SMURF2	BS_51RA1PGE	4.0829731977155213e-7	0.009056095313902541	4.36	1.3	8905	5043.58	2068.1	22.56	TRUE	11	1	8
ARGLU1	BS_H97S5SQN	1.8090409383494176e-6	0.009079811532109938	3.94	1.51	21237	9436.95	3299.99	13.7	TRUE	36	1	32
TYW3	BS_84XCR9GG	1.9011315049969339e-6	0.009252873747535459	-5.37	-1.56	227	207.32	613.5	29.53	TRUE	55	1	33
CNKSR2	BS_9XVACXP0	4.667752738333441e-7	0.009371223004212975	-6.61	-5.67	5	15.37	918.85	5.05	TRUE	10	1	8
FAM213B	BS_JRYJGYC4	9.93849029666891e-7	0.00938966102269883	3.89	1.84	6761	4729.32	1328	8.78	TRUE	23	1	17
ZNF792	BS_Q13FQ8FV	1.2279749621638593e-6	0.009391795649958517	4.25	1.49	190	991.67	356.86	17.19	TRUE	35	1	21
EIF4G2	BS_DFGS950G	7.154760710544387e-8	0.009395007305380138	-6.06	-1.51	4743	9901.19	28180.08	37.43	TRUE	4	1	1.5
BAZ2A	BS_DFGS950G	1.1698998907782845e-7	0.009395007305380138	4.72	1.11	8072	14470.86	6727.42	35.53	TRUE	4	1	1.5
SYNGR1	BS_E7NVYA6G	4.0681105142874714e-7	0.009454369576994673	4.37	1.45	619	7458.35	2724.45	18.07	TRUE	16	1	6
SLC35F5	BS_E7NVYA6G	4.1205216255759204e-7	0.009454369576994673	4.48	1.21	7072	4631.79	2018.11	26.27	TRUE	16	1	6
NT5DC1	BS_E7NVYA6G	3.698742192055022e-7	0.009454369576994673	3.78	1.95	6020	1348.94	356.55	8.24	TRUE	16	1	6
DENND1B	BS_B4R7X1KE	7.669537545576819e-7	0.009475545969959495	-6.18	-2.98	55	78.22	627.42	11.37	TRUE	29	1	13
GTPBP4	BS_R7NTZR4C	6.51708118415208e-7	0.009515658844362057	4.34	1.17	9757	4039.79	1803.22	27.39	TRUE	16	1	11
ZNF671	BS_WAXJY4XQ	5.969139144058071e-8	0.009587163193587175	-6.21	-2.62	110	111.31	688.79	16.27	TRUE	3	2	1
LINS1	BS_NNPEC7W1	5.999980489660437e-8	0.009636698144316886	4.45	1.76	2861	2397.49	713.39	12.29	TRUE	3	1	1
LRFN3	BS_X4DD4KSZ	1.4489254540001374e-6	0.009696460164799942	3.66	1.22	4993	2724.2	1165.38	23.43	TRUE	33	1	24
RNF169	BS_2HNXVFAS	9.110393135324438e-7	0.009754932678250196	4.33	1.1	5956	5820.82	2674.78	31.05	TRUE	24	1	15
PCDHGA12	BS_H1ZS5FMZ	1.154542218386881e-6	0.009759658800151953	3.52	3.43	36412	7254.01	709.34	1.46	TRUE	23	2	19
PIGF	BS_PS0P3QJ3	1.848630119237528e-7	0.009897082426786798	-6.12	-1.93	162	139.68	535.53	24.85	TRUE	5	1	3
H2AFJ	BS_8ZD6J47V	3.023177461455866e-6	0.009909368492167689	-7.5	-4.69	1	10.39	535.53	7.55	TRUE	62	1	49
ILVBL	BS_1EN5V3XW	1.0513243725549903e-6	0.009932675072894682	-5.86	-3.03	179	194.39	1620.4	10.38	TRUE	31	2	17
MYCN	BS_JQXHHK0K	9.304641165167125e-7	0.009962923313325097	3.1	3.38	51213	12600.43	1219.2	1.57	TRUE	16	1	15
FZD1	BS_84XCR9GG	2.1209422965616273e-6	0.010019091742783585	3.89	1.88	58807	5723.06	1562.64	7.79	TRUE	55	1	34
ATPAF2	BS_H97S5SQN	2.069414944472532e-6	0.010071915152707084	4.07	1.33	2123	1817.66	733.16	18.69	TRUE	36	1	33
YWHAQ	BS_FKASA3MN	1.9022968306397475e-7	0.010184399971164696	4.47	1.35	33421	36357.96	14171.48	21.49	TRUE	7	1	2.5
GOT2	BS_FKASA3MN	1.742318415781094e-7	0.010184399971164696	-6.24	-2.24	103	517.55	2456.35	19.88	TRUE	7	1	2.5
EML1	BS_8ZE4Z9G5	1.15324892396984e-6	0.010290322133090581	-6.23	-3.19	207	124.5	1137.68	9.5	TRUE	26	1	18
NHP2	BS_4QW2S1Q8	7.089208942924799e-7	0.010351028607916568	4.53	0.85	5932	3306.53	1828.13	56.7	TRUE	15	1	11
ZNF790	BS_X4DD4KSZ	1.634560401499455e-6	0.010501210938967647	4.15	1.3	1904	1192.56	486.07	20.45	TRUE	33	1	25
PRPF4	BS_49CJNZ06	3.9259047692259843e-7	0.010509133951785557	4.46	1.1	11459	2874.93	1342.29	32.77	TRUE	8	1	6
