geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
C6orf163	BS_SD8YBRBR	3.694284265588136e-8	0.0014833674204491891	-7.59	-5.53	2	1.29	90.59	7.05	TRUE	11	1	4
PNLDC1	BS_C83TK159	9.278302195102845e-9	0.0014902081381771139	3.72	4.15	557	114.54	7.32	1.08	TRUE	2	1	1
ADD2	BS_4PWDGEB0	4.650813893919678e-8	0.0014939545119632685	-7.43	-5.89	27	87.53	5504.32	5.22	TRUE	21	1	5
SERPING1	BS_T1YHK6B7	1.0256082590973083e-7	0.0014975014160115662	4.01	2.6	47573	16945.16	2769.51	4.14	TRUE	18	1	11
SKI	BS_JRYJGYC4	1.4167956692951121e-7	0.0015170307326499435	4.41	1.46	42886	24652.89	8955.52	18.17	TRUE	23	1	15
SYNM	BS_R7NTZR4C	7.617815123234609e-8	0.0015293921577813885	3.87	2.98	136058	86450.29	11112.5	2.81	TRUE	16	1	8
RPS6KA2	BS_4B0BAVTX	2.6400532281255105e-7	0.0015704616526557543	4.04	1.91	34870	13675.1	3626.49	8.92	TRUE	54	1	27
ZNF630	BS_8ZD6J47V	3.6419470435210635e-7	0.001580921551350003	-7.27	-5.84	0	0	180.13	7.07	TRUE	62	2	37
P2RX4	BS_52MPKTJH	6.969703615074725e-8	0.0015991701975310547	4.6	1.41	2556	1874.28	709.48	21.03	TRUE	31	1	7
ZNF146	BS_X4DD4KSZ	8.009110238635689e-8	0.0016079505989080706	4.67	1.27	30340	8521.46	3555.32	26.42	TRUE	33	2	8
CLCN4	BS_84XCR9GG	2.0027627914404755e-7	0.00160834026952591	-6.66	-3.18	36	174.67	1608.63	11.64	TRUE	55	1	20
CPT1C	BS_23QW0BBA	6.046900071490664e-8	0.0016186761162035486	-6.63	-2.58	306	344.52	2019.9	16.17	TRUE	14	1	6
PDCD2L	BS_Q13FQ8FV	1.6701472017269046e-7	0.0016765371640950707	4.93	1.67	70	676.48	204.35	20.69	TRUE	35	1	16
ZDHHC3	BS_S6S7SK3P	2.0924849566922257e-8	0.0016803926224356913	4.9	1.15	5981	5367.59	2442.33	37.19	TRUE	4	1	2
NALCN	BS_YA0KMBRT	3.037778171620468e-7	0.001682427957531578	-7.41	-7.47	13	5.82	1098.89	3.45	TRUE	48	1	29
NTRK2	BS_WBVSK3MP	2.0985081507814303e-8	0.001685229613439439	-8.3	-7.47	16	154.78	28944.51	4.08	TRUE	16	1	2
SPCS2	BS_2HNXVFAS	7.349279054329142e-8	0.001686262240994357	4.71	1.14	3799	5869.73	2630.9	34.64	TRUE	24	1	7
TRIM68	BS_052PZFMK	4.289992334230306e-8	0.0017225623165630713	-7.37	-3.44	37	57.33	639.08	11.37	TRUE	15	2	4
PDIA6	BS_JQXHHK0K	1.402215190115371e-7	0.001732406212859136	4.37	1.75	14201	24703.71	7330.79	11.72	TRUE	16	1	13
ZNF280B	BS_SD8YBRBR	5.394653196199129e-8	0.0017328937830591992	-7.67	-3.92	5	22.14	397.85	11.9	TRUE	11	1	5
MYO1F	BS_0RQ4P069	2.173659173963655e-8	0.0017455804534873079	4.84	1.27	158	2179.86	895.41	42.32	TRUE	6	1	2
GAREM2	BS_4PWDGEB0	6.603989100558809e-8	0.001767801568136035	-7.09	-4.16	99	143.05	2556.24	8.03	TRUE	21	1	6
PLD3	BS_HJRTC9JQ	5.555010200607314e-8	0.0017844043521176003	4.59	1.63	72511	22882.2	7338.2	14.8	TRUE	24	1	5
EFEMP2	BS_A0DYVX9J	6.010948950276861e-7	0.001821568835021291	-6.44	-3.68	36	176.48	2252.96	8.46	TRUE	75	1	53
CCNY	BS_8ZE4Z9G5	1.1344832950537988e-7	0.0018221181023910585	-6.13	-1.72	2571	1058.21	3444.96	29.2	TRUE	26	1	10
SNRPN	BS_YEW22W35	5.6864618738501984e-8	0.001826629825943391	-6.78	-3.95	208	307.13	4720.27	8.63	TRUE	13	1	5
NDUFS7	BS_PXCPK5XS	1.2702834741808406e-7	0.0018273825343070621	4.52	1.21	7860	4784.72	2086.5	28.86	TRUE	25	1	11.5
OLIG1	BS_PXCPK5XS	1.365313229339405e-7	0.0018273825343070621	-8.43	-10.06	13	4.49	5145.55	2.55	TRUE	25	1	11.5
RAP2B	BS_HJRTC9JQ	6.882214125675383e-8	0.0018422787709609382	4.41	1.67	26436	6984.86	2198.66	13.79	TRUE	24	1	6
SAMHD1	BS_YEW22W35	9.219728257722076e-8	0.0018510005646144303	4.28	2	43504	15624.8	3991.24	8.57	TRUE	13	1	7
NDN	BS_YEW22W35	8.755137350319254e-8	0.0018510005646144303	-6.78	-5.45	34	37.25	1653.27	5.53	TRUE	13	1	7
RCBTB2	BS_YEW22W35	6.98782057617268e-8	0.0018510005646144303	-6.65	-2.84	153	141.72	1014.07	13.98	TRUE	13	1	7
ARMCX6	BS_4B0BAVTX	3.2576307603656844e-7	0.001868625380019613	-5.58	-2.3	302	213.43	1056.59	17.26	TRUE	54	2	28
PTPRB	BS_4B0BAVTX	3.3782436891965724e-7	0.0018709896868562502	3.63	2.32	15245	5817.25	1146.87	5.2	TRUE	54	1	29
TAGLN2	BS_8ZD6J47V	4.458842764713743e-7	0.0018845904174874487	-6.65	-4.14	169	462.67	8306.55	7.05	TRUE	62	1	38
FRZB	BS_ZV1P6W9C	1.1792407191950341e-8	0.0018940039671717047	3.48	3.62	275109	5982.65	487.49	1.73	TRUE	1	1	1
CLOCK	BS_H1ZS5FMZ	1.662111076301567e-7	0.0019068231914903552	4.45	1.95	18017	9674.32	2536.05	8.73	TRUE	23	1	14
NECTIN1	BS_49BQS7Z6	3.572878847289271e-8	0.0019128259398440226	4.34	2.03	21647	9094.39	2216.09	8.79	TRUE	10	1	3
CLINT1	BS_KBEX4RT2	6.034255500299318e-8	0.0019383495957120806	-6.03	-1.3	1487	1001.85	2453.53	49.87	TRUE	30	1	5
BASP1	BS_8ZD6J47V	4.762485418873292e-7	0.0019613155399798277	-6.75	-5.24	20	105.08	4218.31	5.26	TRUE	62	2	39
RANBP3	BS_MKM0EEN1	1.232505811723009e-8	0.0019795541817441945	-6.25	-1.21	907	1258.13	2911.51	63.94	TRUE	2	1	1
HDX	BS_K17VQECG	6.17561235502525e-8	0.0019837568546847164	-6.28	-2.55	58	63.7	380.9	17.77	TRUE	10	2	5
ACOT9	BS_1EN5V3XW	1.4834409073280894e-7	0.0019854887116559877	-6.14	-2.68	213	151.42	991.45	14.4	TRUE	31	2	12
TPM4	BS_52MPKTJH	1.0022209546337034e-7	0.002012110879018187	4.51	1.56	16084	31698.42	10934.99	15.97	TRUE	31	1	8
TTC39C	BS_M0XGZ53Z	1.7790629747750137e-7	0.0020409938828945757	-7.09	-4.63	10	24.98	680.11	7.06	TRUE	22	1	14
INTU	BS_JJVH7WR0	1.5678589988260753e-7	0.002098476810407213	-6.5	-3.45	253	126.25	1379.19	9.77	TRUE	18	1	12
APBB3	BS_TK84K675	1.308329230353469e-8	0.0021013358106796694	4.71	1.59	7236	2707.45	915.15	17.51	TRUE	2	1	1
SRGAP2	BS_52MPKTJH	1.3104215788841819e-7	0.002104696376807831	4.55	1.34	37608	19150.88	7568.68	22.57	TRUE	31	1	9.5
MCU	BS_52MPKTJH	1.2186060280496868e-7	0.002104696376807831	4.49	1.48	2231	1804.63	656.56	18.04	TRUE	31	1	9.5
RB1	BS_YEW22W35	1.2423494465597213e-7	0.002113903887359801	-6.36	-2.41	504	579.61	3048.78	17.03	TRUE	13	1	9.5
MKRN3	BS_YEW22W35	1.3161543395084982e-7	0.002113903887359801	-6.96	-5.77	11	11.87	701.96	5.16	TRUE	13	1	9.5
HIST1H1E	BS_XM1AHBDJ	1.3470814623449534e-8	0.0021635766067562593	3.56	2.8	39	23199.13	2889.23	4.92	TRUE	9	1	1
SDC3	BS_9XVACXP0	4.0546876338905624e-8	0.0021707737697165496	-7.25	-4.05	1319	1975.23	33142.13	8.47	TRUE	10	1	3
CADM1	BS_0RQ4P069	4.074233757551663e-8	0.0021812382533893497	-7.55	-4.67	48	198.21	5210.06	7.13	TRUE	6	1	3
SOX6	BS_1EN5V3XW	1.7808434319421742e-7	0.002200193128254566	-6.73	-4	732	351.61	5611.24	7.83	TRUE	31	1	13
IL17RC	BS_A0DYVX9J	7.411582486943305e-7	0.002204426402702452	-6.39	-2.84	24	107.24	777.6	13.33	TRUE	75	1	54
CNOT9	BS_3ZPJAK9A	4.456064890522532e-8	0.0022132646231020655	4.87	1.03	1552	4219.93	2064.66	46.85	TRUE	10	1	3.5
ARHGAP19	BS_3ZPJAK9A	4.2637689636568604e-8	0.0022132646231020655	4.25	2.01	2707	4716.07	1175.88	8.87	TRUE	10	1	3.5
H2AFX	BS_3ZPJAK9A	6.890090546677281e-8	0.0022132646231020655	-7.42	-3.48	12	286.49	3348.6	12.36	TRUE	10	1	3.5
NIF3L1	BS_3ZPJAK9A	6.658441734168019e-8	0.0022132646231020655	-6.24	-1.55	159	203.71	598.02	40.41	TRUE	10	1	3.5
MAP4K1	BS_Q13FQ8FV	2.3442955650171947e-7	0.0022148374688161143	4.51	2.06	50	410.52	94.4	11.05	TRUE	35	1	17
KIF16B	BS_SD8YBRBR	8.80485201611558e-8	0.0022293412805713445	-6.82	-3.49	32	81.93	943.73	10.66	TRUE	11	1	6.5
SEMA4F	BS_SD8YBRBR	9.716194065160899e-8	0.0022293412805713445	-7.37	-4.15	14	30.95	580.91	8.55	TRUE	11	1	6.5
UQCR11	BS_PXCPK5XS	1.8159866996185345e-7	0.002243611867184137	4.46	1.2	9451	4927.3	2150.79	28.78	TRUE	25	1	13
FBXW8	BS_BMMY0H73	4.299164220775127e-8	0.0023016601437205616	4.68	1.33	5503	3861.93	1548.87	24.93	TRUE	13	1	3
SMAD7	BS_40MP5BWR	4.6549328294478264e-8	0.002302248953814895	-6.96	-3.12	123	84.88	731.01	12.52	TRUE	8	1	3.5
STOX2	BS_40MP5BWR	5.733685375784783e-8	0.002302248953814895	-7.13	-3.88	27	170.13	2569.6	9.38	TRUE	8	1	3.5
ATF5	BS_G3RJTBZD	8.6212844153792e-8	0.00230780515788018	4.03	2.65	20319	6744.58	1113.11	3.96	TRUE	8	1	6
ZNF566	BS_X4DD4KSZ	1.2993298784688597e-7	0.002318757508234826	4.49	1.39	5155	1955.11	747.16	20.88	TRUE	33	1	9
PDAP1	BS_T1YHK6B7	1.735522298656686e-7	0.0023228831804406945	4.63	1.02	6533	7215.36	3546.02	41.73	TRUE	18	1	12
NAP1L5	BS_8ZD6J47V	5.848622176524097e-7	0.0023483995728171975	-6.94	-3.98	4	41.88	811.57	9.77	TRUE	62	2	40
FAM129C	BS_JB43XBCQ	1.4781963273382724e-8	0.0023741630208872467	3.61	2.74	372	142.12	21.68	4.13	TRUE	1	1	1
LMAN2L	BS_WBVSK3MP	4.4661179603305145e-8	0.0023910428117104934	-6.76	-2.11	59	234.76	1032.09	26.06	TRUE	16	1	3
SSH3	BS_8ZD6J47V	6.131575175177735e-7	0.002401964685011216	-6.67	-4.34	8	19.78	447.43	7.29	TRUE	62	1	41
AP5S1	BS_6DCSD5Y6	3.0141698529361707e-8	0.0024205616233670254	4.63	1.33	2389	1952.24	775.43	25.72	TRUE	5	1	2
PLXNB2	BS_4PWDGEB0	1.3837573259249529e-7	0.0024694250030211466	4.26	1.81	396167	37624.15	10954.14	10.76	TRUE	21	1	8
STX1B	BS_4PWDGEB0	1.2916253358199274e-7	0.0024694250030211466	-7.26	-4.09	15	83.84	1500.36	8.52	TRUE	21	1	8
KCNH2	BS_4PWDGEB0	1.3075811080727106e-7	0.0024694250030211466	-7.59	-6.48	10	13.09	1262.08	4.42	TRUE	21	1	8
PELP1	BS_4B0BAVTX	4.61854418118205e-7	0.0024726478259354846	4.35	1.28	9398	7636.69	3156.33	23.11	TRUE	54	1	30
PDE6B	BS_Q13FQ8FV	2.7914738647895425e-7	0.0024908035635452246	3.67	2.52	298	1356.32	233.54	4.33	TRUE	35	1	18
SLC25A19	BS_TK84K675	3.112645481980644e-8	0.0024996435398256423	4.45	1.81	3157	1277.89	377.75	12	TRUE	2	1	2
UBE2L6	BS_9TXEDSWB	1.5567078150447767e-8	0.002500262015574419	4.76	1.54	12789	7841.52	2716.4	18.65	TRUE	3	1	1
SIMC1	BS_A0DYVX9J	8.657666465697926e-7	0.0025282299897135298	-5.38	-4.85	5	23.05	796.78	6.17	TRUE	75	3	55
SLC25A6	BS_Z3RCA1T9	9.459054523229922e-8	0.0025320652661033572	4.3	1.76	91784	23856.79	7056.89	11.79	TRUE	30	1	5.5
NCAPD2	BS_Z3RCA1T9	9.078900322508e-8	0.0025320652661033572	4.64	1.41	28391	9714.62	3676.9	20.67	TRUE	30	1	5.5
PSIP1	BS_A0DYVX9J	9.208960506701199e-7	0.0025501224482124512	4.14	1.68	62183	17648.6	5489.57	11.18	TRUE	75	2	57
POLR1E	BS_A0DYVX9J	8.94603985118561e-7	0.0025501224482124512	4.11	1.58	6376	3632.55	1200.8	13.16	TRUE	75	1	57
MSANTD3	BS_A0DYVX9J	9.19312421086437e-7	0.0025501224482124512	4.12	1.34	6849	2691.2	1057.87	19.62	TRUE	75	1	57
DCUN1D4	BS_Z8F3GM85	1.9516884424201895e-7	0.002612207437419485	4.47	1.96	7936	6396.73	1659.55	8.53	TRUE	22	2	12
ESD	BS_C41DJZ1F	4.945571701214892e-8	0.0026477298116670414	-6.52	-2.32	160	356.88	1773.21	19.89	TRUE	3	1	2.5
ARHGEF6	BS_C41DJZ1F	3.479384547498538e-8	0.0026477298116670414	4.45	1.89	15595	19329.29	5206.12	10.48	TRUE	3	1	2.5
HOMER2	BS_Z8F3GM85	2.151851832509185e-7	0.002658565896354687	3.92	2.19	6786	4638.3	1053.06	6.34	TRUE	22	1	13
ZNF527	BS_X4DD4KSZ	1.8301433835848479e-7	0.0026722116208723707	4.51	1.17	2445	1194.41	532.63	31.22	TRUE	33	1	10.5
ZNF565	BS_X4DD4KSZ	1.6787746505452958e-7	0.0026722116208723707	4.37	1.29	1320	767.41	314.49	24.86	TRUE	33	1	10.5
CTNND1	BS_W60RQAKK	3.374253046552027e-8	0.002709730317306729	4.86	1.1	28598	25484.96	11808.97	39.58	TRUE	7	1	2
SLC31A1	BS_49CJNZ06	3.72908167801997e-8	0.0027232210394935123	4.78	1.3	18803	4960.63	2047.3	26.3	TRUE	8	1	3
BEX2	BS_49CJNZ06	6.782104352051229e-8	0.0027232210394935123	-7.95	-8.67	6	1.38	661.8	3.22	TRUE	8	1	3
B3GALNT2	BS_49CJNZ06	5.270619252967188e-8	0.0027232210394935123	4.55	1.48	3736	1989.24	709.3	18.9	TRUE	8	1	3
SNAP47	BS_VVTHDRBD	4.414559136349848e-7	0.0027270456520362236	-5.67	-1.35	538	585.97	1482.73	41.44	TRUE	36	1	26
ZNF845	BS_JS95PE0J	1.8969034647731697e-7	0.0027696887182199984	-6.17	-2.26	130	110.13	531.76	19.1	TRUE	16	1	11
LARP4B	BS_R7NTZR4C	1.5579570353214475e-7	0.002780298239132239	4.65	1.06	10889	7736.62	3741.6	38.46	TRUE	16	1	9
SUGP2	BS_PXCPK5XS	2.427273862048354e-7	0.002784640664660613	4.57	1.07	24086	16613.21	7873.45	36.17	TRUE	25	1	14
GM2A	BS_HJRTC9JQ	1.225701061751949e-7	0.0027901055468328626	4.52	1.41	40890	9013.41	3330.56	19.88	TRUE	24	1	7.5
BLVRB	BS_HJRTC9JQ	1.3897356621023207e-7	0.0027901055468328626	4.09	1.85	9835	1822.87	505.72	10.1	TRUE	24	1	7.5
RDH5	BS_49BQS7Z6	6.993513523111376e-8	0.002808108247458508	4.01	2.52	4523	933.51	171.32	4.66	TRUE	10	1	4
RNF152	BS_4B0BAVTX	5.428979825542234e-7	0.0028127747275659034	3.78	2.33	6199	4494.87	909.6	4.92	TRUE	54	1	31
PHF21B	BS_8ZE4Z9G5	1.9388335135993246e-7	0.002830911223921996	-7.02	-4.34	6	30.22	720.11	8.32	TRUE	26	1	11
MRAS	BS_GWSJ4Z9H	2.8213531754832346e-7	0.0028321476375522086	4.3	1.55	21270	8781.55	3015.53	14.91	TRUE	17	1	16
TCEAL5	BS_49CJNZ06	8.877734839048316e-8	0.0028517443013897537	-7.5	-6.78	10	4.16	502.99	4.27	TRUE	8	1	5
ASIC1	BS_4PWDGEB0	1.801443184281177e-7	0.0028933367735062736	-7.2	-4.45	107	91.5	1997.76	6.83	TRUE	21	1	10
ZNF780B	BS_X4DD4KSZ	2.173671905498672e-7	0.0029093177961397945	4.48	1.34	6338	3869.44	1535.93	21.86	TRUE	33	1	12
IFNAR2	BS_G5NHSFD4	1.8274314004151798e-8	0.0029350770082660744	4.52	1.58	5919	4793.26	1609.18	17.22	TRUE	2	2	1
ETFRF1	BS_A0DYVX9J	1.0803576111252844e-6	0.002940992666777216	3.96	1.7	6710	1814.71	548.86	10.7	TRUE	75	1	59
TUBB2B	BS_052PZFMK	1.0670979395737001e-7	0.002941845729519726	-6.99	-4.27	466	1513.2	29468.51	7.41	TRUE	15	1	5.5
ZDHHC13	BS_052PZFMK	1.0989874363421054e-7	0.002941845729519726	-7.5	-5.03	8	10.32	377.18	6.53	TRUE	15	1	5.5
ZNF585B	BS_X4DD4KSZ	2.4373503128773144e-7	0.0030112930274242733	4.57	1.29	6327	3971.28	1645.78	23.88	TRUE	33	2	13
CHRNA7	BS_JJVH7WR0	2.498243875448296e-7	0.003086525692756059	3.32	3.17	3583	2482.45	269.48	2.13	TRUE	18	1	13
MSH3	BS_7327SDAQ	1.931211066858942e-7	0.003101759770111693	-5.95	-1.66	326	298.77	939.81	31.17	TRUE	16	1	10
CFLAR	BS_RJC3WDD6	7.753122590686683e-8	0.0031131143764169173	-6.08	-2.25	1226	953.41	4542.86	19.42	TRUE	13	2	4
FBXW4	BS_1EN5V3XW	2.921429866313581e-7	0.0031281143685907	-6.44	-3.06	120	155.35	1322.13	11.36	TRUE	31	1	14.5
TRPS1	BS_1EN5V3XW	2.733626352089422e-7	0.0031281143685907	-6.35	-2.99	352	654.65	5216.74	11.61	TRUE	31	1	14.5
ELFN1	BS_VVTHDRBD	5.354671133825812e-7	0.0031852788378160532	3.2	3.1	7055	8512.99	993.02	2.15	TRUE	36	1	27
N4BP2	BS_4QW2S1Q8	1.98918599645535e-7	0.003194874555638308	4.41	1.47	10289	5082.99	1832.14	17.48	TRUE	15	1	10
TIRAP	BS_8ZE4Z9G5	2.3951492547010263e-7	0.003205750754511428	-6.32	-2.42	28	55.37	299.24	19.74	TRUE	26	1	12
PPME1	BS_2HNXVFAS	2.0248486911089557e-7	0.003252153179124164	4.62	1.1	4487	5447.82	2548.36	35.17	TRUE	24	1	9
APOOL	BS_2HNXVFAS	1.817862378237596e-7	0.003252153179124164	-5.86	-2.04	228	311.24	1260.79	22.2	TRUE	24	2	9
ZNF711	BS_2HNXVFAS	1.9102587488381803e-7	0.003252153179124164	-6.21	-3.28	145	185.96	1790.89	10.48	TRUE	24	1	9
PAAF1	BS_2HNXVFAS	2.2586620730988656e-7	0.0032978962705840086	4.43	1.28	2931	2694.26	1104.91	24.6	TRUE	24	1	11
MCOLN1	BS_HJRTC9JQ	1.9903795901045426e-7	0.0033469795649771015	4.43	1.36	8718	2225.96	865.75	21.37	TRUE	24	1	9.5
PMS2	BS_HJRTC9JQ	2.083889293657887e-7	0.0033469795649771015	-5.9	-1.67	293	310.36	986.81	30.89	TRUE	24	1	9.5
LINC00116	BS_QNNX91SM	2.0867196782939186e-8	0.003351525506820871	-6.34	-3.21	52	32.51	304.77	13	TRUE	1	1	1
AS3MT	BS_6DCSD5Y6	6.304813678071528e-8	0.0033754324355130326	-7.31	-7.38	0	0	236.85	4.85	TRUE	5	2	3
POLR3E	BS_R7NTZR4C	2.125682805020852e-7	0.0034141050254831848	-5.76	-1.35	1181	600.64	1516.76	42.94	TRUE	16	1	10
CEBPZOS	BS_WJ9H4NZZ	9.388941630570512e-8	0.0034430150662911616	-6.47	-3.37	79	113.19	1203.31	10.72	TRUE	5	2	4.5
GEN1	BS_WJ9H4NZZ	1.0718413565509831e-7	0.0034430150662911616	4.48	1.65	4835	1907.76	610.83	13.87	TRUE	5	1	4.5
KCNK6	BS_49BQS7Z6	1.0808099051839061e-7	0.0034718242252932754	3.9	2.32	1810	819.15	165.9	5.69	TRUE	10	1	5
FMR1	BS_TVH33J9Q	2.1654828167477067e-8	0.0034780286832038912	-6.26	-1.54	938	880.81	2557.12	39.94	TRUE	2	1	1
FZD6	BS_8ZD6J47V	9.258357917873183e-7	0.0035404877256462134	-7.35	-6.15	2	8.09	870.7	4.5	TRUE	62	1	42
SLC40A1	BS_HJRTC9JQ	2.5448168957425326e-7	0.00354719863234215	4	2.25	54590	7820.33	1689.62	5.82	TRUE	24	1	11.5
SMPDL3A	BS_HJRTC9JQ	2.6502591159260736e-7	0.00354719863234215	3.95	2.01	5658	886.07	225.23	7.8	TRUE	24	1	11.5
ALDH7A1	BS_8PNA0V6R	4.434568123643392e-8	0.003561227780790635	-6.56	-3.16	460	399.23	3533.76	12.05	TRUE	9	2	2
ENGASE	BS_8MA5B8Y9	2.2440736325858936e-8	0.0036042550885152635	4.54	1.75	7920	4652.42	1402.21	13.15	TRUE	1	1	1
PAG1	BS_6VPKXXMR	2.7614555988142305e-7	0.003649654855343139	4.17	1.87	17441	13365.84	3741.21	9.31	TRUE	23	1	12.5
DEPDC7	BS_6VPKXXMR	2.9540424404242105e-7	0.003649654855343139	-7.24	-4.35	5	4.38	106.36	8.26	TRUE	23	1	12.5
HUWE1	BS_RJC3WDD6	1.1376361899210055e-7	0.00365436406975381	4.75	1.16	76420	58129	25939.4	31.64	TRUE	13	1	5
C5orf51	BS_KBEX4RT2	1.3696582363770734e-7	0.0036663960845618976	-5.93	-1.55	1385	781.29	2281.67	34.7	TRUE	30	1	6
PRPS2	BS_AWH9757B	1.8285934548092198e-7	0.0036711792611319157	4.26	1.8	5534	2199.18	640.85	10.75	TRUE	13	1	8
G6PD	BS_51RA1PGE	1.1601587804903461e-7	0.003726712107257864	4.63	1.35	13128	4226.38	1646.26	22.4	TRUE	11	1	4.5
BRCC3	BS_51RA1PGE	1.1127869116375621e-7	0.003726712107257864	4.64	1.06	2034	1351.62	646.02	40.58	TRUE	11	1	4.5
AKAP8L	BS_PXCPK5XS	3.5094439105955387e-7	0.003757729065852813	4.54	1.15	8372	6903.07	3110.35	30.08	TRUE	25	1	15
TMEM254	BS_B1C6GZ84	2.1128910871711718e-7	0.003770622190443239	4.47	1.27	1648	1369.54	571.7	25.46	TRUE	12	1	9
DDX17	BS_4KNBXM3C	4.7152513702193596e-7	0.00378663349053258	4.37	1.15	68419	64795.12	29383.97	29.27	TRUE	21	1	20
C12orf4	BS_Z3RCA1T9	1.659553633472256e-7	0.0038077784342408563	4.48	1.51	10537	2911.86	1043.74	16.7	TRUE	30	1	7
NOD2	BS_PQVTB6BB	2.382449314235968e-8	0.0038265032569674453	3.75	3.11	2384	1107.07	132.65	2.68	TRUE	1	1	1
PMFBP1	BS_Z8YZ6QGS	7.189336655265644e-8	0.0038489829160865997	3.79	2.88	2136	700.34	97.52	3.17	TRUE	15	1	3
OSBPL6	BS_B4R7X1KE	1.7157032008012073e-7	0.003936611336808636	-6.55	-3.55	178	136.84	1636.79	9.36	TRUE	29	1	7
SCOC	BS_VMQMGSJY	4.3412682128165704e-8	0.003979696458009203	-6.5	-3.3	100	144.61	1411.32	11.6	TRUE	5	2	2
CRMP1	BS_VMQMGSJY	7.433490417122099e-8	0.003979696458009203	-6.87	-4.21	175	315.79	5865.17	7.77	TRUE	5	1	2
LRP8	BS_VMQMGSJY	6.984740145711218e-8	0.003979696458009203	4.16	2.28	18428	13443.03	2801.92	6.15	TRUE	5	2	2
AK1	BS_4PWDGEB0	2.7281891915603615e-7	0.0039834577591106035	-6.5	-3.09	632	188.26	1641.51	10.98	TRUE	21	1	11
CASKIN2	BS_4PWDGEB0	2.9931209144617525e-7	0.004006096743677637	4.47	1.24	19549	6661.03	2812.62	25.33	TRUE	21	1	12
POLR1D	BS_A0DYVX9J	1.5108633886265244e-6	0.004044383821631822	-5.62	-1.87	250	449.95	1637.37	21.86	TRUE	75	1	60
TTBK1	BS_DS438CXE	5.049679120169936e-8	0.004055199303614014	-6.49	-3.74	30	115.59	1551.06	9.98	TRUE	7	1	2
HDAC8	BS_6VPKXXMR	3.5925364431061733e-7	0.004121464505989626	4.49	1.1	1425	1570.01	739.27	34.67	TRUE	23	1	14
SNAPC3	BS_H1ZS5FMZ	3.9161264570759815e-7	0.004154338608280838	4.22	1.74	6797	8163.92	2449.81	11.07	TRUE	23	2	16
KIT	BS_H1ZS5FMZ	4.3971612870438795e-7	0.004154338608280838	3.18	3.23	31045	8216.55	924.83	1.92	TRUE	23	1	16
SRD5A3	BS_H1ZS5FMZ	4.1543544856960157e-7	0.004154338608280838	3.91	2.34	6467	2766.08	557.89	5.01	TRUE	23	1	16
PIGL	BS_H97S5SQN	7.555075176886744e-7	0.004184265269134718	4.05	1.5	1610	1063.47	386.08	15.16	TRUE	36	1	29
IFI16	BS_8ZD6J47V	1.1309683039085292e-6	0.0042243548819975805	-6.75	-4.79	5	119.14	3903.76	6.16	TRUE	62	1	43
DENND5A	BS_29X4ZX6Q	1.844098398874368e-7	0.004231208905951458	-6.09	-1.89	2746	2645.13	9851.51	24.15	TRUE	11	1	7
NBPF19	BS_TGS109T3	7.947244746808637e-8	0.0042547470965935965	-6.83	-3.86	82	154.66	2270.15	8.85	TRUE	4	1	3
GBGT1	BS_8ZD6J47V	1.1682498195485661e-6	0.004264434650148543	-7.29	-4.05	3	14.66	315.81	9.41	TRUE	62	1	44
TMEM145	BS_YEW22W35	2.9321252470983665e-7	0.004281226940701214	-6.86	-4.44	15	22.54	517.4	7.04	TRUE	13	1	11
MLF2	BS_Z3RCA1T9	2.3103020486665684e-7	0.0042827634811950285	4.6	1.32	45750	16093.72	6487.99	22.3	TRUE	30	1	8.5
ERC1	BS_Z3RCA1T9	2.399872575622709e-7	0.0042827634811950285	4.27	1.8	53346	24584.23	7138.44	10.38	TRUE	30	2	8.5
SERGEF	BS_KBEX4RT2	1.9146750919981557e-7	0.004309784986074154	-6.56	-2.78	88	94.22	642.96	13.76	TRUE	30	1	7.5
CCDC191	BS_KBEX4RT2	2.1466793247084268e-7	0.004309784986074154	4.33	1.6	2361	1553.76	516.16	14.38	TRUE	30	1	7.5
NBPF11	BS_BMMY0H73	1.0764553547601708e-7	0.004322295438099161	4.49	1.44	4281	3794.6	1405.37	19.35	TRUE	13	1	4
TAPT1	BS_9XVACXP0	1.3765774842690512e-7	0.004421901608188306	4.49	1.46	6298	4181.29	1525.88	18.55	TRUE	10	1	4.5
GPR19	BS_9XVACXP0	1.17772740264154e-7	0.004421901608188306	-7.7	-5.02	4	5.52	219.76	7.04	TRUE	10	1	4.5
ZNF707	BS_TR2P8KRF	5.6152299303279e-8	0.004509370984018478	4.67	1.12	539	1017.03	464.2	41.25	TRUE	3	1	2
ZDHHC21	BS_H1ZS5FMZ	5.115483938065701e-7	0.004564493969623118	4.05	1.7	4951	5106.06	1554.94	11.46	TRUE	23	1	18
PRX	BS_29X4ZX6Q	2.286527951496629e-7	0.0045905523578551	3.85	2.68	6557	2346.73	374.51	3.57	TRUE	11	1	8
P2RX7	BS_TR2P8KRF	8.586395916822681e-8	0.004596931925617982	-7.4	-4.72	61	71.34	1895.07	6.67	TRUE	3	1	3
GRPR	BS_BMMY0H73	1.448527479547913e-7	0.00465302248839192	3.51	3.15	1107	309.69	35.08	2.29	TRUE	13	1	5
